appid,name,english,developer,c_publisher,Platf,required_age,G;steamspy_tags,achievements,P.R.,negative_ratings,average_playtime,M.P.,owners
351410,Clean'Em Up,1,Amidos;Big O;Bauer,Amidos,windows,0,Action;Free to Play;Indie;Free to Play;Indie;Action,0,42,2,0,0,20000-50000
351420,Veteran Combat,1,CyberphobX,CyberphobX,windows,0,Action;Casual;Action;Casual;Fighting,0,20,21,0,0,0-20000
351470,Sometimes: Success Requires Sacrifice,1,NodziGames,NodziGames,windows,0,Action;Adventure;Casual;Indie;Strategy;Casual;Indie;Action,0,420,143,232,293,200000-500000
351480,Age of Fear: The Undead King,1,Leslaw Sliwko,Age of Fear,windows;mac;linux,0,Indie;RPG;Strategy;RPG;Indie;Strategy,22,278,21,0,0,20000-50000
351490,Intergalactic Bubbles,1,Hellscape Games,Hellscape Games,windows;mac;linux,0,Casual;Indie;Casual;Indie;Puzzle,10,909,213,443,621,200000-500000
351510,Quiplash,1,"Jackbox Games, Inc.","Jackbox Games, Inc.",windows;mac;linux,0,Casual;Indie;Strategy;Casual;Multiplayer;Indie,10,359,45,0,0,100000-200000
351630,Fire With Fire Tower Attack and Defense,1,Theory Georgiou,Theory Georgiou,windows,0,Casual;Free to Play;Indie;Strategy;Early Access;Early Access;Free to Play;Tower Defense,31,102,104,0,0,50000-100000
351640,Eternal Senia,1,Holy Priest,Holy Priest,windows,0,Action;Free to Play;Indie;RPG;Anime;Free to Play;RPG,0,10106,227,15961,155,500000-1000000
351690,Apple Jack 1&2,1,My Owl Software,My Owl Software,windows,0,Action;Indie;Action;Indie;Puzzle-Platformer,0,6,0,0,0,0-20000
351700,UnReal World,1,Sami Maaranen (creator);Erkka Lehmus (co-designer),Enormous Elk,windows;mac;linux,0,Indie;RPG;Simulation;Strategy;Survival;RPG;Rogue-like,0,544,25,0,0,20000-50000
351710,Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2 / 超次次元遊戲 戰機少女 重生2,1,Idea Factory;Compile Heart;Felistella,Idea Factory;Idea Factory International,windows,0,RPG;Strategy;Anime;JRPG;Female Protagonist,41,2323,198,81,81,200000-500000
351720,Zotrix - Solar Division,1,ZeroBit Games,Ocean Media LLC,windows;mac;linux,0,Casual;Indie;Simulation;Strategy;Tower Defense;Strategy;Indie,39,34,10,367,368,20000-50000
351730,On My Own,1,Chad Close;Kyle Weik,Close Studios;Beach Interactive,windows;mac;linux,0,Adventure;Casual;Indie;Simulation;Strategy;Adventure;Survival;Indie,30,79,47,0,0,0-20000
351790,Invisible Apartment,1,Milan Kazarka;Jeroen van Oosten,Vysoko Anime Production,windows;mac;linux,0,Adventure;Free to Play;Indie;Free to Play;Anime;Visual Novel,0,296,115,11,12,100000-200000
351800,Dev Guy,1,Daniel Jonathan Bourke,Project tranquil,windows,0,Adventure;Free to Play;Indie;Free to Play;Indie;Adventure,7,1389,353,19,19,200000-500000
351810,MadSpace: To Hell and Beyond,1,Maddox Games,Nightdive Studios,windows;linux,0,Action;Action;FPS;Classic,0,11,2,0,0,20000-50000
351820,Z.A.R.,1,Maddox Games,Nightdive Studios,windows;linux,0,Action;Action;FPS;Classic,0,34,14,0,0,50000-100000
351860,Cultures - Northland,1,Funatics Software,Daedalic Entertainment,windows,0,Strategy;Strategy;City Builder;RTS,0,231,47,0,0,100000-200000
351870,Cultures - 8th Wonder of the World,1,Funatics Software,Daedalic Entertainment,windows,0,Strategy;Strategy;City Builder;RTS,0,144,42,0,0,100000-200000
351910,Valhalla Hills,1,Funatics Software,Daedalic Entertainment,windows;mac;linux,0,Indie;Simulation;Strategy;Strategy;City Builder;Simulation,26,447,407,126,126,100000-200000
351920,Crazy Machines 3,1,Fakt Software,Daedalic Entertainment,windows,0,Simulation;Strategy;Simulation;Strategy;Physics,41,3158,130,118,173,50000-100000
351940,The Descendant,1,Gaming Corps AB,Microids Indie;Microids,windows;mac,0,Adventure;Casual;Indie;Adventure;Casual;Point & Click,50,2071,305,254,247,200000-500000
351970,Tales of Zestiria,1,BANDAI NAMCO Studio Inc.,BANDAI NAMCO Entertainment,windows,0,RPG;JRPG;Anime;RPG,56,5300,972,1445,1495,500000-1000000
351990,Riff Racer - Race Your Music!,1,FOAM Entertainment,FOAM Entertainment,windows,0,Casual;Indie;Racing;Racing;Indie;Music,38,1281,236,146,146,50000-100000
352010,Beach Bounce,1,Straywire,Dharker Studio,windows;mac;linux,0,Adventure;Casual;Indie;Nudity;Visual Novel;Anime,10,209,101,441,441,20000-50000
352030,The World Named Fred,1,Here Be Dragonz,Here Be Dragonz,windows;mac,0,Action;Adventure;Indie;RPG;Action;Adventure;Indie,0,28,7,0,0,0-20000
352050,Chesster,1,Team Chesster,Surprise Attack,windows;mac;linux,0,Indie;Simulation;Indie;Simulation;Chess,0,14,5,0,0,0-20000
352070,Fort Meow,1,Upper Class Walrus,Upper Class Walrus,windows,0,Adventure;Indie;Strategy;Strategy;Cats;Indie,16,158,12,73,73,0-20000
352120,Fair Strike,1,G5 Software,Buka Entertainment,windows,0,Action;Simulation;Action;Simulation,0,25,10,0,0,0-20000
352130,Locoland,1,Gromada;Buka Entertainment,Buka Entertainment,windows,0,Indie;Strategy;Strategy;Indie;Trains,0,63,12,0,0,0-20000
352140,Finders,1,Alawar Entertainment;Amegami,Buka Entertainment,windows;mac,0,Casual;Simulation;Strategy;Casual;Strategy;Simulation,0,88,29,0,0,0-20000
352160,Curse of Mermos,1,TEAM101,TEAM101,windows,0,Action;Free to Play;Indie;Free to Play;Indie;Action,0,152,119,88,100,100000-200000
352170,MadOut,1,Nuligine,Nuligine,windows;mac;linux,0,Action;Indie;Racing;Simulation;Racing;Action;Indie,0,19,30,0,0,0-20000
352190,Spirit of War,1,G-OLD,Plug In Digital,windows;mac,0,Strategy;Strategy;World War I;Turn-Based Strategy,0,36,24,0,0,20000-50000
352210,Little Cells,1,Fully Bugged,Fully Bugged,windows;mac;linux,0,Casual;Indie;Indie;Casual,15,15,3,0,0,0-20000
352220,King of Dragon Pass,1,"A Sharp, LLC",HeroCraft,windows;mac,0,RPG;Strategy;Strategy;RPG;Fantasy,43,214,57,0,0,20000-50000
352240,The Westport Independent,1,Double Zero One Zero,Coffee Stain Publishing,windows;mac;linux,0,Indie;Simulation;Indie;Simulation;Dystopian,20,85,52,0,0,0-20000
352360,Reflections,1,Broken Window Studios,Broken Window Studios,windows;mac;linux,0,Adventure;Indie;Early Access;Early Access;Adventure;Indie,0,42,25,0,0,0-20000
352370,Defect,1,Three Phase Interactive Pty Ltd,Three Phase Interactive Pty Ltd,windows;mac;linux,0,Action;Indie;Strategy;Strategy;Action;Indie,16,39,12,0,0,0-20000
352400,LEGO® Jurassic World,1,TT Games Ltd;Feral Interactive (Mac),Warner Bros. Interactive Entertainment;Feral Interactive (Mac),windows;mac,0,Action;Adventure;LEGO;Dinosaurs;Adventure,49,2558,431,502,619,200000-500000
352430,Farlight Explorers,1,Farlight Games Industry,Farlight Games Industry,windows,0,Indie;Simulation;Strategy;Indie;Building;Sandbox,8,114,64,0,0,0-20000
352440,Catacombs of the Undercity,1,Tin Man Games,Tin Man Games,windows;mac;linux,0,Adventure;Indie;RPG;Adventure;RPG;Indie,19,14,3,0,0,0-20000
352460,Dead Realm,1,Section Studios,3BLACKDOT,windows;mac,0,Action;Adventure;Indie;Strategy;Horror;Multiplayer;Survival Horror,37,3057,1601,114,131,100000-200000
352520,The Silent Age,1,House On Fire,Meridian4,windows;mac,0,Adventure;Casual;Indie;Adventure;Point & Click;Atmospheric,24,4700,320,11,11,200000-500000
352530,Poppy Kart,1,Stephane Graziano;Franck Graziano;Mathieu Lamarche,Webrox,windows,12,Indie;Racing;Racing;Indie,0,2,3,0,0,0-20000
352550,Urban Empire,1,Reborn Games,Kalypso Media Digital,windows,0,Simulation;Strategy;Strategy;Simulation;City Builder,74,772,1439,0,0,50000-100000
352580,Hidden: On the trail of the Ancients,1,Lost Spell,Lost Spell,windows,0,Adventure;Indie;Adventure;Indie;Horror,23,48,18,0,0,0-20000
352610,The Way We All Go,1,ebi-hime,ebi-hime,windows;mac;linux,0,Violent;Gore;Indie;Visual Novel;Indie;Gore,21,107,12,411,411,0-20000
352620,Porcunipine,1,Big Green Pillow,Curve Digital,windows;mac,0,Action;Indie;Indie;Action;4 Player Local,30,81,16,226,226,20000-50000
352640,The Indie Mixtape,1,Daniel Linssen;Detective;Ditto;Glitchnap;Shark Jump Studios,CDP,windows,0,Action;Adventure;Indie;RPG;Indie;Adventure;RPG,0,16,2,2,2,0-20000
352700,Subspace Continuum,1,Virgin Interactive Entertainment;PriitK,Subspace Continuum,windows,0,Action;Casual;Free to Play;Massively Multiplayer;Free to Play;Massively Multiplayer;Action,1,389,54,0,0,100000-200000
352720,The Universim,1,Crytivo,Crytivo,windows;mac;linux,0,Indie;Simulation;Strategy;Early Access;Early Access;God Game;Simulation,28,1539,505,0,0,100000-200000
352740,Princess Battles,1,Nekomura Games,Nekomura Games,windows;mac;linux,0,Adventure;Casual;Simulation;Adventure;Casual;Simulation,28,14,6,0,0,0-20000
352750,Road Works,1,TaxSoft,TaxSoft,windows,0,Casual;Indie;Simulation;Strategy;Strategy;Indie;Casual,0,4,10,328,328,0-20000
352760,Kaiju Panic,1,Mechabit Ltd,Mechabit Ltd,windows;mac,0,Action;Indie;Strategy;Action;Strategy;Indie,14,22,6,0,0,0-20000
352780,An Octave Higher,1,Kidalang,AGM PLAYISM,windows;mac;linux,0,Adventure;Indie;Visual Novel;Adventure;Indie,6,198,29,0,0,0-20000
352790,Futuridium EP Deluxe,1,MixedBag Srl,AGM PLAYISM,windows;mac;linux,0,Action;Indie;Action;Indie;Colorful,13,13,5,0,0,0-20000
352810,Yukie: A Japanese Winter Fairy Tale,1,ImCyan,AGM PLAYISM,windows,0,Adventure;Indie;Indie;Adventure;RPGMaker,0,20,4,0,0,0-20000
352850,DGU: Death God University,1,DSK Studios Pvt. Ltd,KISS ltd,windows,0,Action;Adventure;Casual;Indie;Strategy;Strategy;Action;Adventure,0,16,18,0,0,0-20000
352890,Caravan,1,it Matters Games,Daedalic Entertainment,windows;mac;linux,0,Adventure;Indie;Simulation;Strategy;Strategy;Adventure;Indie,14,279,100,111,217,20000-50000
352900,Giana Sisters: Dream Runners,1,Black Forest Games,EuroVideo Medien,windows,0,Action;Indie;Racing;Action;Indie;Racing,21,24,22,0,0,20000-50000
352950,Better Late Than DEAD,1,Odin Game Studio,Excalibur Publishing,windows;mac,0,Action;Adventure;Indie;Survival;Open World;Multiplayer,0,252,595,0,0,20000-50000
352960,Star Horizon,1,Orbital Knight,Orbital Knight,windows;mac;linux,0,Action;Indie;Indie;Action;Space,29,72,53,43,43,20000-50000
353070,Ghost Encounters: Deadwood - Collector's Edition,1,Anarchy Enterprises,Anarchy Enterprises,windows,0,Adventure;Casual;Adventure;Casual;Hidden Object,0,60,64,456,456,20000-50000
353080,Redrum: Time Lies,1,Anarchy Enterprises,Anarchy Enterprises,windows,0,Adventure;Casual;Indie;Adventure;Indie;Casual,0,4,0,0,0,0-20000
353090,Chicken Invaders 5,1,InterAction studios,InterAction studios,windows;mac;linux,0,Action;Casual;Indie;Action;Casual;Indie,15,435,16,0,0,20000-50000
353110,Dreamscapes: Nightmare's Heir - Premium Edition,1,Shaman Games Studio,1C Entertainment,windows,0,Adventure;Casual;Casual;Adventure;Hidden Object,0,64,34,0,0,20000-50000
353130,Time of Dragons,1,4 I Lab,4 I Lab,windows;mac;linux,0,Action;Free to Play;Indie;Massively Multiplayer;Simulation;Dragons;Free to Play;Flight,120,1095,560,19,20,500000-1000000
353190,Bombshell,1,Slipgate Ironworks™,3D Realms,windows,0,Action;Adventure;Action;Adventure;Female Protagonist,39,182,113,0,0,20000-50000
353260,Snails,1,Jorge Lima;Alexandre Fontoura,2Brains Games,windows,0,Action;Strategy;Strategy;Action,30,1,0,0,0,0-20000
353270,Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY / 神次次元遊戲 戰機少女 重生3 Ｖ世紀,1,Idea Factory;Compile Heart;Felistella,Idea Factory;Idea Factory International,windows,0,RPG;Strategy;Anime;JRPG;RPG,42,2590,120,180,180,200000-500000
353280,Metamorphabet,1,Vectorpark,Vectorpark,windows;mac,0,Casual;Indie;Casual;Indie;Education,0,58,3,0,0,0-20000
353300,Rooftop Cop,1,Stephen Lawrence Clark,Independent,windows;mac,0,Indie;Indie,0,7,8,0,0,0-20000
353330,Love at First Sight,1,Creepy Cute,Sekai Project,windows;mac;linux,0,Indie;Visual Novel;Indie;Anime,12,815,41,0,0,20000-50000
353340,Dungeon Highway,1,Substantial,Substantial,windows;mac;linux,0,Action;Indie;Indie;Action;Fantasy,0,19,6,0,0,0-20000
353360,how do you Do It?,1,Nina Freeman;Emmett Butler;Decky Coss;Joni Kittaka,none,windows;mac,0,Free to Play;Indie;Free to Play;Indie;Nudity,0,2248,404,9,14,200000-500000
353540,Stephen's Sausage Roll,1,increpare games,increpare games,windows;mac;linux,0,Indie;Indie;Puzzle;Difficult,0,557,28,0,0,20000-50000
353550,House of Caravan,1,Rosebud Games,Rosebud Games,windows;mac,0,Adventure;Indie;Indie;Adventure;Horror,5,399,186,161,237,100000-200000
353560,Plug & Play,1,Mario von Rickenbach;Michael Frei,Etter Studio,windows;mac;linux,0,Adventure;Casual;Indie;Indie;Short;Casual,0,3065,588,18,19,100000-200000
353600,Spellbind,1,Point2Point Entertainment,Strategy First,windows,0,Adventure;Indie;RPG;Adventure;Indie;RPG,0,3,9,0,0,0-20000
353610,DEUS EX MACHINA 2,1,Automata Source;Quirkafleeg,Automata Source;Potassium Frog,windows;mac,0,Indie;Indie;Surreal,0,33,38,0,0,0-20000
353630,Oil Enterprise,1,Crafty Studios,astragon Entertainment,windows;mac;linux,0,Indie;Simulation;Strategy;Strategy;Indie;Simulation,42,78,70,0,0,20000-50000
353640,Train Valley,1,Alexey Davydov;Sergey Dvoynikov;Timofey Shargorodskiy,Flazm,windows;mac;linux,0,Casual;Indie;Simulation;Strategy;Strategy;Casual;Puzzle,39,1617,204,80,119,200000-500000
353700,The Deadly Tower of Monsters,1,ACE Team,SEGA,windows,0,Action;Adventure;Indie;Action;Adventure;Indie,25,912,122,290,329,50000-100000
353790,Spud!,1,Charybdis Ltd,Alternative Software Ltd,windows,0,Adventure;Adventure;Point & Click;Classic,0,9,3,0,0,0-20000
353890,Casey Powell Lacrosse 16,1,Big Ant Studios;Crosse Studios,Big Ant Studios,windows,0,Sports;Sports;Action;Simulation,35,56,16,0,0,0-20000
353940,Aces of the Luftwaffe,1,HandyGames,HandyGames,windows,0,Action;Action;Shoot 'Em Up;Bullet Hell,45,45,24,0,0,0-20000
353980,Ankh - Anniversary Edition,1,Deck13,Deck13,windows,0,Adventure;Adventure;Point & Click;Singleplayer,0,47,9,0,0,0-20000
353990,Parvaneh: Legacy of the Light's Guardians,1,Bearded Bird Game Studio,KISS ltd,windows,0,Action;Adventure;Indie;Action;Adventure;Indie,0,36,21,125,171,20000-50000
354030,VolChaos,1,Fun Infused Games,Fun Infused Games,windows,0,Action;Adventure;Indie;Adventure;Action;Indie,15,30,14,0,0,50000-100000
354040,Hypership Out of Control,1,Fun Infused Games,Fun Infused Games,windows,0,Action;Casual;Indie;Racing;Indie;Action;Casual,19,25,2,253,253,20000-50000
354050,Starlight Tactics™,1,"Escape Hatch Entertainment,LLC","Escape Hatch Entertainment, LLC",windows,0,Action;Indie;Strategy;Strategy;Action;Indie,59,13,10,0,0,0-20000
354140,Five Nights at Freddy's 3,1,Scott Cawthon,Scott Cawthon,windows,0,Action;Indie;Simulation;Horror;Singleplayer;Survival Horror,0,4917,678,133,146,200000-500000
354160,WRC 5 FIA World Rally Championship,1,KT Racing,Bigben Interactive;Plug In Digital,windows,0,Racing;Racing;Simulation;Multiplayer,37,239,215,0,0,20000-50000
354180,Bunker - The Underground Game,1,Nightly Studios,2tainment GmbH,windows,0,Adventure;Indie;Indie;Adventure;Point & Click,33,41,24,0,0,0-20000
354200,Aberoth,1,Jarbit;Castle art by Yuriy Gusev,Jarbit,windows;mac;linux,0,Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG;Free to Play;Pixel Graphics;Massively Multiplayer,30,748,476,354,35,200000-500000
354230,Devouring Stars,1,Nerial,BulkyPix,windows;mac;linux,0,Indie;Strategy;Strategy;Indie,16,24,9,0,0,0-20000
354240,"Please, Don’t Touch Anything",1,Four Quarters,ForwardXP,windows;mac;linux,0,Casual;Indie;Puzzle;Indie;Pixel Graphics,15,2493,393,254,241,200000-500000
354280,ChaosTower,1,CashcowGames,CashcowGames,windows,0,Action;Casual;Indie;Simulation;Action;Indie;Casual,9,16,2,0,0,0-20000
354290,LoveBeat,1,"CRAZYDIAMOND CO., LTD.","CRAZYDIAMOND CO., LTD.",windows,0,Action;Casual;Free to Play;Massively Multiplayer;Free to Play;Anime;Rhythm,0,674,243,13,13,200000-500000
354310,Claws & Feathers,1,Alawar Entertainment,Buka Entertainment,windows,0,Casual;Strategy;Casual;Strategy;Match 3,0,43,0,0,0,0-20000
354380,Assassin’s Creed® Chronicles: China,1,Climax Studios,Ubisoft Entertainment,windows,0,Action;Adventure;Assassin;Female Protagonist;Action,0,1547,570,72,101,100000-200000
354400,Tadpole Treble,1,BitFinity,"BitFinity, Sunken Treasure Games",windows;mac;linux,0,Action;Adventure;Indie;Indie;Music;Adventure,12,233,9,0,0,0-20000
354430,STAR WARS™ - X-Wing Special Edition,1,Lucasfim,LucasArts;Lucasfim;Disney Interactive,windows;mac,0,Action;Simulation;Action;Star Wars;Space Sim,0,131,48,0,0,200000-500000
354560,We Are Legion,1,Pwnee Studios,Pwnee Studios,windows;mac;linux,0,Indie;Strategy;Strategy;Indie,0,48,73,0,0,0-20000
354600,Decisive Campaigns: Case Blue,1,VR Designs,Slitherine Ltd.,windows,0,Simulation;Strategy;Strategy;Simulation;World War II,0,22,2,0,0,0-20000
354620,Miner Warfare,1,Heartbit Interactive,Heartbit Interactive,windows,0,Action;Casual;Indie;Indie;4 Player Local;Local Multiplayer,0,103,22,0,0,0-20000
354640,The Settlers Online,1,Blue Byte,Ubisoft,windows;mac,0,Free to Play;Simulation;Strategy;Free to Play;City Builder;Strategy,0,332,586,25,21,200000-500000
354680,Adventures of Bertram Fiddle: Episode 1: A Dreadly Business,1,Rumpus,Deck13,windows;mac,0,Adventure;Casual;Indie;Adventure;Casual;Indie,0,316,46,0,0,20000-50000
354690,The Lost City Of Malathedra,1,Ethereal Darkness Interactive,Strategy First,windows,0,Adventure;Casual;Indie;Adventure;Indie;Casual,0,3,5,0,0,0-20000
354720,STATIC: Investigator Training,1,Ethereal Darkness Interactive,Strategy First,windows,0,Adventure;Casual;Indie;Adventure;Indie;Casual,0,13,9,0,0,0-20000
354730,Deadly Sin,1,Dancing Dragon Games,Degica,windows,0,Casual;RPG;RPG;Casual;RPGMaker,0,17,17,0,0,0-20000
354740,Echoes of Aetheria,1,Dancing Dragon Games,Degica,windows;mac;linux,0,Indie;RPG;RPG;Indie;Steampunk,32,87,7,0,0,0-20000
354770,Trigger Saint,1,Aaron Arcand,Undergroundies,windows,0,Adventure;Indie;RPG;RPG;Adventure;Indie,14,20,3,0,0,0-20000
354820,Prison Tycoon Alcatraz,1,ValuSoft,ValuSoft;Retroism,windows,0,Simulation;Simulation;Management,0,1,17,0,0,0-20000
354860,The Adventures of Tree,1,NinjaISV;TigerNDV,Tiger Studios,windows;linux,0,Adventure;Indie;RPG;Indie;Adventure;RPG,93,303,95,290,290,50000-100000
354920,Pester,1,Flump Studios,KISS ltd,windows,0,Indie;Indie;Shoot 'Em Up;Bullet Hell,0,43,31,232,227,100000-200000
354930,Slinki,1,Titan Forged Games,Titan Forged Games,windows;linux,0,Adventure;Indie;Indie;Adventure;Platformer,15,11,6,0,0,0-20000
354950,East Tower - Akio (East Tower Series Vol. 1),1,roseVeRte,roseVeRte,windows;mac,0,Adventure;Casual;Indie;Simulation;Visual Novel;Indie;Casual,21,45,15,0,0,0-20000
354960,An Imp? A Fiend!,1,Blaze Epic,Blaze Epic,windows,0,Action;Adventure;Indie;Indie;Action;Adventure,0,37,25,0,0,20000-50000
354970,Shin Samurai Jazz,1,Blaze Epic,Blaze Epic,windows,0,Action;Adventure;Indie;Action;Adventure;Indie,10,50,31,0,0,0-20000
355010,Race Arcade,1,Iceflake Studios,Iceflake Studios,windows;mac;linux,0,Indie;Racing;Sports;Indie;Racing;Sports,28,54,20,0,0,0-20000
355020,Bomb The Monsters!,1,Finalboss game studio,Immanitas Entertainment GmbH,windows,0,Action;Adventure;Casual;Strategy;Action;Adventure;Casual,0,14,11,0,0,0-20000
355050,Sky Force Anniversary,1,Infinite Dreams,Infinite Dreams,windows;mac;linux,0,Action;Indie;Shoot 'Em Up;Indie;Action,27,1022,99,0,0,50000-100000
355060,Sébastien Loeb Rally EVO,1,Milestone S.r.l.,Milestone S.r.l.,windows,0,Racing;Simulation;Sports;Racing;Simulation;Sports,25,272,269,0,0,20000-50000
355070,TDP5 Arena 3D,1,Javelin OÜ,Javelin OÜ,windows,0,Action;Free to Play;Massively Multiplayer;Free to Play;Action;Massively Multiplayer,0,99,119,8,8,100000-200000
355080,Crazy Steam Bros 2,1,Ars Creativa,Ars Creativa,windows;mac;linux,0,Action;Casual;Indie;Action;Indie;Casual,9,7,11,0,0,0-20000
355090,Second Coming: Tactical Training,1,Modern Paradise Media Inc.,Modern Paradise Media Inc.,windows,0,Casual;Casual;Multiplayer,7,5,1,0,0,0-20000
355100,Dungeon Crawlers HD,1,Drowning Monkeys Games,Drowning Monkeys Games,windows;mac;linux,0,Indie;RPG;Strategy;Strategy;Indie;RPG,15,30,25,0,0,0-20000
355120,Pirates Deck,1,Smit Parmar,Smit Parmar,windows,0,Casual;Indie;Strategy;Indie;Strategy;Casual,0,6,28,0,0,0-20000
355130,MotoGP™15,1,Milestone S.r.l.,Milestone S.r.l.,windows,0,Racing;Simulation;Sports;Racing;Simulation;Sports,46,323,115,0,0,20000-50000
355140,Traps N' Gemstones,1,Donut Games,Donut Games,windows,0,Action;Adventure;Casual;Indie;Adventure;Indie;Action,0,11,5,0,0,0-20000
355170,Sam & Max Hit the Road,1,Lucasfilm,Lucasfilm;Disney Interactive,windows;mac,0,Adventure;Adventure;Point & Click;Comedy,0,65,0,0,0,0-20000
355180,Codename CURE,1,Hoobalugalar_X,Hoobalugalar_X,windows;mac;linux,0,Action;Free to Play;Free to Play;Zombies;Multiplayer,40,11470,2426,191,71,2000000-5000000
355190,Geocore,1,Anarchy Interactive,Anarchy Interactive,windows;mac;linux,0,Action;Indie;Early Access;Early Access;Indie;Action,0,18,12,0,0,20000-50000
355230,Faceted Flight,1,The Department of Silly Stuff,The Department of Silly Stuff,windows,0,Action;Adventure;Casual;Indie;Racing;Simulation;Early Access;Early Access;Simulation;Action,0,15,3,0,0,0-20000
355240,NEO AQUARIUM - The King of Crustaceans -,1,Nussoft,AGM PLAYISM,windows,0,Action;Indie;Indie;Action;Underwater,21,174,45,42,42,20000-50000
355250,STAR WARS™: TIE Fighter Special Edition,1,Totally Games,LucasArts;Lucasfilm;Disney Interactive,windows;mac,0,Action;Action;Star Wars;Space,0,204,72,0,0,200000-500000
355270,199X,1,Evan Tognotti,Evan Tognotti,windows,0,Adventure;Indie;Adventure;Indie;Short,0,181,38,0,0,0-20000
355280,Brave Furries,1,Crazy Goat Games,Crazy Goat Games,windows;linux,0,Casual;Indie;Casual;Indie;Puzzle,18,40,9,289,289,20000-50000
355310,Blood Alloy: Reborn,1,Suppressive Fire Games,Nkidu Games Inc.,windows,0,Action;Indie;Action;Indie;Pixel Graphics,12,29,14,0,0,0-20000
355330,Construction Machines Simulator 2016,1,PlayWay SA,Ravenscourt;PlayWay SA,windows,0,Simulation;Simulation;Building;Multiplayer,0,40,49,0,0,20000-50000
355350,Reign of Bullets,1,Critical Bit,Critical Bit;Triangle Studios,windows;mac;linux,0,Action;Indie;Indie;Action;Shoot 'Em Up,26,65,17,0,0,0-20000
355370,Vidar,1,Razbury Games,Razbury Games,windows;mac;linux,0,Adventure;Indie;RPG;Adventure;Indie;RPG,26,29,3,0,0,0-20000
355380,Perfection of Wisdom,1,14Dimension Enterprise,14Dimension Enterprise,windows,0,Casual;Indie;Strategy;Strategy;Indie;Casual,0,1,3,0,0,0-20000
355400,Diesel Guns,1,LLC Intenzibne,LLC Intenzibne,windows,0,Action;Indie;Racing;Early Access;Early Access;Racing;Shooter,0,145,48,0,0,0-20000
355410,Radium,1,Lukas Jaeckel,Develobster,windows;mac;linux,0,Action;Casual;Indie;Action;Indie;Casual,20,120,26,241,244,50000-100000
355420,FLAMBERGE,1,HYDEZEKE,HYDEZEKE,windows;mac,0,Adventure;RPG;Strategy;Early Access;Early Access;RPG;Strategy,0,78,7,0,0,0-20000
355430,//SNOWFLAKE TATTOO//,1,Rail Slave Games,KISS ltd,windows,0,Action;Adventure;Indie;RPG;Adventure;RPG;Indie,0,35,63,247,229,100000-200000
355460,Thunderbird: The Legend Begins,1,Innervision Games,Innervision Games,windows,0,Adventure;Casual;Indie;Adventure;Indie;Casual,0,15,21,0,0,0-20000
355490,Stratus: Battle For The Sky,1,Storm Isle Productions;Polywickstudio,Storm Isle Productions,windows;mac;linux,0,Indie;Strategy;Early Access;Early Access;Strategy;Indie,0,20,7,0,0,0-20000
355500,Leadwerks Game Launcher,1,Leadwerks Software,Leadwerks Software,windows,0,Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Early Access;Early Access;Software Training;Design & Illustration,0,30,12,0,0,50000-100000
355510,Crazy Belts,1,jemchicomac,Immanitas Entertainment GmbH,windows,0,Casual;Indie;Indie;Casual;Puzzle,14,16,22,0,0,0-20000
355520,The Albino Hunter,1,Cherry Co. Studios,Cherry Co. Studios,windows,0,Adventure;Indie;RPG;RPG;Indie;Adventure,46,238,79,80,109,50000-100000
355530,Last Word,1,Twelve Tiles,Degica,windows;mac;linux,0,Adventure;Casual;Indie;RPG;RPG;Indie;Adventure,9,262,50,0,0,50000-100000
355560,Trigger Runners,1,EfrenStudios,Karaokulta Games,windows,0,Action;Adventure;Indie;Racing;Action;Indie;Adventure,0,47,15,0,0,0-20000
355570,ENIGMA : An Illusion Named Family,1,AV media lab,AV media lab,windows,0,Adventure;Indie;RPG;Indie;Adventure;RPG,0,23,1,0,0,0-20000
355630,Leo’s Fortune - HD Edition,1,1337 & Senri AB,Tilting Point,windows;mac,0,Adventure;Indie;Indie;Adventure;Platformer,37,196,18,0,0,0-20000
355650,Pirates vs Corsairs: Davy Jones's Gold,1,Little World Studio,Games For All,windows;mac,0,Strategy;Strategy;Pirates,0,13,9,0,0,0-20000
355670,Puzzle Expedition,1,Top3Line,Top3Line,windows,0,Casual;Casual;Puzzle,0,1,0,0,0,0-20000
355690,Deputy Dangle,1,Chashu Entertainment,Chashu Entertainment,windows;mac;linux,0,Action;Adventure;Indie;Action;Indie;Adventure,12,15,3,0,0,0-20000
355760,Drizzlepath,1,Tonguç Bodur,Tonguç Bodur,windows,0,Adventure;Casual;Indie;Casual;Indie;Adventure,0,243,208,0,0,0-20000
355790,Styx: Shards of Darkness,1,Cyanide Studio,Focus Home Interactive,windows,0,Violent;Action;Adventure;Stealth;Adventure;Action,38,1532,388,78,104,100000-200000
355800,Space Run Galaxy,1,Passtech Games,Focus Home Interactive,windows,0,Indie;Strategy;Strategy;Indie;Tower Defense,30,478,269,666,666,100000-200000
355810,Centauri Sector,1,LW Games,LW Games,windows;mac;linux,0,Action;Indie;Strategy;Strategy;Indie;Action,22,29,16,212,212,20000-50000
