owners,appid,price,release_date;name,publisher,required_age,categories,steamspy_tags;genres,achievements,median_playtime
0-20000,770050,2.09,2018-04-12;v8J_Castle Clamber,Trederia,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Indie;Action;Retro;Action;Indie,17,0
100000-200000,463040,3.19,2016-04-29;Experience,Dagestan Dechnology,0,Single-player;Steam Trading Cards;Steam Cloud,Action;Indie;Casual;Action;Casual;Indie,0,788
20000-50000,612790,0.0,03_2017_28;INFINITI VR,The Pulse,0,Single-player,Free to Play;VR;Free to Play,0,0
O-20000,527890,4.99,2016-09-12;Shop-n-Spree: Shopping Paradise,Big Fish Games,0,Single-player,Casual;Simulation;Casual;Simulation,0,0
0-20000,401250,10.99,2017-06-12;Zulu Response,Wen Interqctive Solutions,0,Single-player;Multi-player;Co-op,Strategy;Action;Indie;Action;Indie;Simulation;Strategy,0,0
0-20000,877820,0.99,25_07_2018;LOOT BOX ACHIEVEMENT SIMULATOR,DRUNKEN APES,0,Single-player;Steam Achievements,Simulation;Indie;Card Game;Indie;Simulation,233,0
0-29000,881250,0.79,2018-07-07;Outer Space,FYRG,0,Single-player,Indie;Casual;Simulation;Casual;Indie;Racing;Simulation,30,7704
20000-50000,24410,6.99,2009-10-08;Crusaders: Thy Kingdom Come,Paradox Interactive,0,Single-player;Multi-player,Strategy;Medieval;Historical;Strategy,0,0
0-200O0,849350,0.79,2018-05-04;Realistic Illusion,PanTrojan Studio,0,Single-player,Adventure;Indie;Casual;Adventure;Casual;Indie,0,0
0-20000,563360,8.99,2017-05-11;Market Tycoon,Protection Games,0,Single-player,Early Access;Indie;Simulation;Casual;Indie;RPG;Simulation;Strategy;Early Access,0,-10356
50000_20000,821670,0.0,2018-07-17;JGV_Horse Farm,kLFG_upjers,0,Single-player;Online Co-op;Steam Achievements;In-App Purchases,Casual;Free to Play;Simulation;Casual;Free to Play;Simulation,43,0
50000-100000,992300,15.49,2019-01-15;嗜血印 Bloody Spell,艺龙游戏,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Early Access;Action;Indie;Action;Adventure;Indie;RPG;Early Access,29,36
20000_0,808080,6.99,24_2018_05;Ultimate Racing ZD,n_Applimazing,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Full controller support;Steam Cloud,Racing;Simulation;Sports;Indie;Racing;Simulation;Sports,0,0
0-29090,938070,7.19,2018-09-21;9D_LOGistICAL 2: Belgium,Sacada,0,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Casual;Strategy;Indie;Casual;Indie;Strategy,100,0
200000-500000,324800,34.99,20I6-10-13;Shadow Warrior 2,Tevolver Digital,0,Single-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Gore;FPS;Action;Adventure,64,1655
1_200000-500000,841370,39.99,2018-09-06;NBA 2K19,2K,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;In-App Purchases;Steam Cloud,Sports;Basketball;Simulation;Simulation;Sports,50,2803
0-20000,873790,1.69,2018-06-18;Freebot : Battle for FreeWeb,SeedWall,0,Single-player;Steam Achievements;Partial Controller Support,Indie;Action;Third-Person Shooter;Action;Indie,100,0
0-20000,741490,1.69,2017-11-03;Atlantis VR,Forever Entertainment S. A.,0,Single-player,Casual;Simulation;VR;Casual;Simulation,0,0
0-20000,853760,0.79,05_24_2018;Space Armor 2,Ophyer,0,Single-player,Adventure;RPG;Indie;Adventure;Indie;RPG,16,0
Pi_0-20000,658790,10.99,2017-09-13;Samurai Riot,Wako Fact8ry,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support;Steam Cloud,Action;Adventure;Indie;Action;Adventure;Indie,24,0
20000_0,588890,0.0,2017-02-16;Heroes of Arca,IMPIRESOFT,0,Single-player;Steam Achievements;Steam Trading Cards,Strategy;RPG;Indie;Indie;RPG;Strategy,20,0
50000-100000,261700,3.99,2013-11-19;Eryi.Ac.,Xtal Sword,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Platformer;Indie;Anime;Action;Indie,32,7209
100000-200000,326190,1.59,2014-12-22;Alchemy Mysteries: Prague Legends,Jetdogs 5tudios,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Hidden Object;Adventure;Adventure;Casual;Indie,15,309
200000-500000,798420,0.0,2018-11-30;Professional Fishing,Ultimate Games S.A.,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;In-App Purchases;Stats,Free to Play;Fishing;Simulation;Action;Casual;Free to Play;Massively Multiplayer;Simulation;Sports,0,-4746
1000000-2000000,394360,34.99,2016-06-06;Hearts ov Iron IV,Paradox Interactive,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Strategy;World War II;Grand Strategy;Simulation;Strategy,92,4181
0-20000,928690,30.99,2018-11-22;覇県を握れ ～47都道府県大戦～,Flying Panjandrum / ふらいんぐパンジャンドラム,0,Single-player,Strategy;Indie;Simulation;Indie;Simulation;Strategy,0,10510
0-20000,981900,2.09,qz2_2018-11-27;Kings' Cross,Elina Faritovna Balakina,0,Single-player,Indie;Casual;Strategy;Casual;Indie;Strategy,0,0
200000-500000,381940,0.0,2016-07-18;Trials on Tatooine,ILMxLAB,0,Single-player;VR Support,Action;VR;Star Wars;Action,0,169
50000-100000,379640,2.89,2015-10-01;Bloo Kid 2,GmbH_winterworks,0,Single-player;Steam Achievements;Full controller support,Indie;Action;Platformer;Action;Indie,27,1
0-20000,726430,6.19,2027-10-r1;Creeping Terror,Aksys Games,0,Single-player;Full controller support,Adventure;Indie;Horror;Adventure;Indie,9,0
0-20000,474880,6.99,ey_2019-04-08;Second Coming,Seen in a Dream,0,Single-player;Steam Achievements,Strategy;Adventure;RPG;Adventure;Indie;RPG;Strategy,0,0
0-20000,880610,0.79,2018-07-23;yOGZ_Lets Beats,JY Games,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie;Casual;Action;Casual;Indie,9,0
50000-100000,226960,10.99,2013-09-18;Itonciad Tactixs,Zachtronics,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy;Indie;Card Game;Casual;Indie;Strategy,1,142
2000.5000.,621150,0.79,2017-04-19;False Shelter,Amaterasu Software,0,Single-player;Steam Trading Cards,RPG;RPGMaker;RPG,0,227
20000-50000,713050,1.69,2017-10-06;Vampires!,For Kids,0,Single-player;Steam Achievements,Casual;Indie;Puzzle;Casual;Indie,43,0
0-20p00,921700,0.0,2018-10-11;Crashphalt,Cold Pressed Games,0,Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,Indie;Platformer;Local Multiplayer;Indie,10,-4569
20000_0,583060,10.99,2017-10-24;The Cavern,Space Paw Studios,0,Single-player,Adventure;Indie;Action;Action;Adventure;Casual;Indie;Strategy,0,553
hlK_0-20000,996830,5.79,2019-04-19;Rules of The Mafia: Trade & Blood,Gamenesis,0,Single-player,Early Access;Strategy;Indie;Indie;Strategy;Early Access,22,6497
50000-100000,399780,4.79,2015-09-30;Expand,Chris Johnson;Chris Larkin,0,Single-player;Full controller support;Captions available,Indie;Great Soundtrack;Adventure;Adventure;Indie,0,0
50000_20000,201070,0.0,2012-04-23;Revelations 2012,Dark Artz Entertainment,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Stats,Action;Indie;Strategy;Action;Indie;Strategy,47,8
0-20000,505290,6.99,EK4i_2017-01-17;Super_Blasters!_Rock,QuadraTron Games,0,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Stats,Action;Indie;Arcade;Action;Indie,17,0
200.50.,860890,15.49,2019_12_03;Factory Town,Erik Asmussen,0,Single-player;Steam Cloud,Early Access;Simulation;Strategy;Simulation;Strategy;Early Access,0,6263
20000_0,758220,3.99,201.1.27.;Osmorrow,N.Ap.,0,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Adventure;Action;Indie;Action;Adventure;Indie;RPG,6,0
20.50.,9980,4.99,2010-11-10;The UnderGarden,Retroism,0,Single-player,Casual;Puzzle;Relaxing;Casual,0,23
0-20000,608530,15.99,2017-11-21;TARTARUS,Abyss Gameworks,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Action;Action;Adventure;Indie,8,0
0-20000,670610,6.19,e028-02-12;Swa.A.Tra.,TeamTrap,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Indie;Platformer;Action;Indie,103,0
0-20000,976240,1.69,q018-12-05;Spaceguy: Red Space,Droid Riot,0,Single-player,Action;Indie;Violent;Action;Indie,0,8557
0-20000,841200,2.09,2018-04-19;Intellig.,Laush Studio,0,Single-player;Steam Achievements,Indie;Casual;Puzzle;Casual;Indie,12,0
0-20000,509170,6.99,2016-09-14;VRHibja,OutOfBounds Software Solutions Inc,0,Single-player;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Action;Indie;Action;Casual;Indie;Simulation,11,0
0-20000,589060,10.99,2017-04-10;Tra.Kn.Sharpsh.Princ.,Sekai Project,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,RPG;Strategy;Anime;RPG;Strategy,17,0
20000-50000,333880,4.99,2014-12-04;Braveland Wizard,uG_Tortuga Team,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG;Adventure;Indie;Adventure;Casual;Indie;RPG;Strategy,22,0
100000-200000,283680,15.49,2014-05-30;Astebreed: Definitive Edition,AGM PLAYISM,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Anime;Mechs;Shoot 'Em Up;Action;Indie,40,310
0-20000,328430,18.99,2014-10-17;Rex Nebular and the Cosmic Gender Bender,oGS_Retroism;Nightdive Studios,0,Single-player,Adventure;Point & Click;1990's;Adventure,0,651
100900-200p09,416590,3.99,2015-12-10;Emily Wants To Play,SKH Apps,0,Single-player;Full controller support,Horror;Survival Horror;Indie;Action;Adventure;Casual;Indie;Simulation;Strategy,0,36
0-20000,847790,0.0,2018-05-08;Indentured Servant,Seoi Games,0,Single-player,Indie;Simulation;VR;Indie;Simulation,0,0
0-20000,865540,8.99,2018-11-05;PLAYNE : The Meditation Game,Uismaya,0,Single-player;Steam Achievements;Steam Cloud,Early Access;Simulation;Casual;Casual;Indie;Simulation;Early Access,40,0
0-20000,682270,2.79,2017-09-04;Gender Bender,Rhink Dev,0,Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Stats,Indie;Action;2D Fighter;Action;Indie,14,0
1000000-2000000,40950,3.49,2013-10-21;Stronghold HD,FireFly Studios,0,Single-player;Multi-player;Steam Trading Cards;Steam Cloud;Includes level editor,Strategy;Medieval;Base-Building;Simulation;Strategy,0,665
Z0000-50000,708340,0.0,2017-11-22;Shark Simulator,I2_Aerilon Studios,0,Single-player;Steam Achievements;Full controller support,Action;Indie;Simulation;Action;Casual;Indie;Simulation,17,300
0.2000.,283470,2.09,2014-03-27;The Secret Of Hildegards,Libredia,0,Single-player,Casual;Hidden Object;Puzzle;Casual,0,0
20000-50000,591950,0.79,2017-02-15;Zpeciation: Tough Days (TD),Freshtrax,0,Single-player;Steam Trading Cards,Indie;Strategy;Tower Defense;Indie;Strategy,0,314
0-20000,712660,1.69,2018-01-15;YBit,Facundo Balboa,0,Single-player;Full controller support,Indie;Adventure;Adventure;Indie,0,0
0-20000,966000,1.69,2019-02-01;Detective Sherlock Pug - Hidden Object. Relaxing games,Crisp App Studio,0,Single-player;Steam Achievements;Steam Leaderboards,Indie;Casual;Adventure;Adventure;Casual;Indie,5,6202
20000-50000,306480,2.79,2014-07-17;Wildlife Park 2 - Crazy Zoo,b-alive gmbn,0,Single-player;Steam Trading Cards,Strategy;Casual;Simulation;Casual;Indie;Simulation;Strategy,0,0
0-20000,352760,7.19,2015-10-09;Panic_Kaiju,Xu_Mechabit Ltd,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Strategy;Indie;Action;Indie;Strategy,14,0
0-20000,729530,1.69,CE_2017-10-27;Legends of Talia: Arcedia,Winged Cloud,0,Single-player;Steam Achievements;Partial Controller Support,Simulation;Anime;Visual Novel;Simulation,9,0
0-20000,468800,3.99,2016-05-19;Arkshot,Dige.Distr.,0,Multi-player;Partial Controller Support,Action;Indie;Multiplayer;Action;Indie,0,1561
0-20000,357690,11.39,2015-08-27;APT,RIP Studios LLC,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Leaderboards,Action;Indie;Strategy;Action;Indie;Strategy,27,0
q00900-2o0000,380020,1.59,v_2015-09-16;Three Heroes,Cats Who Play,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie;Action;Adventure;Action;Adventure;Indie,29,210
0-20000,833300,6.19,2018-04-21;gO0_Fantasyland,Apillo,0,Single-player;Steam Achievements;Steam Cloud,Action;Strategy;Adventure;Action;Adventure;Indie;RPG;Strategy,12,0
2000000-5000000,346900,0.0,2015-03-30;AdVenture Capitalist,Hyper Hippo Games,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Free to Play;Clicker;Capitalism;Casual;Free to Play;Indie,31,388
0.2.,537450,14.99,09_2018_14;ReCore: Definitive Edition,Microsoft Studios,0,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud,Adventure;Action;Female Protagonist;Action;Adventure,73,0
50000-100000,284830,6.99,2014-04-24;Clockwork Tales: Of Glass and Ink,Artifex Mundi,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Hidden Object;Adventure;Casual;Adventure;Casual,19,167
0-20000,837900,2.07,2018-05-03;sI_Bitcoin Trader,Zloy Krot Ztudio,0,Single-player;Steam Achievements,Casual;Indie;Simulation;Casual;Indie;Simulation,190,0
20000-50000,60350,6.99,2011-09-30;Glowfish,V_MumboJumbo,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Casual;Adventure;Indie;Adventure;Casual;Indie,25,0
20000_0,774711,8.99,2018-03-22;The Best Of MagiCats,Dreamz Studio,0,Single-player;Full controller support,Indie;Adventure;2D;Adventure;Indie,73,11505
50000-100000,496190,0.0,2016-10-11;Senza Peso,Kite & Lightning,0,Single-player;Full controller support,Casual;Adventure;VR;Adventure;Casual,0,0
0-20000,874640,2.0,2.0.16.;The Life's Lane,Life's Lane Studio,0,Single-player,Casual;Adventure;Indie;Adventure;Casual;Indie;Simulation,0,0
0-20000,365060,3.99,2015-06-08;Titanis,Silver Goblet Games,0,Single-player;Steam Achievements;Steam Cloud,Indie;Action;Adventure;Action;Adventure;Indie;RPG,11,0
0-20000,913770,3.99,2018-08-29;Toy Gun Office Simulator,Wanana Games,0,Single-player,Action;Adventure;Indie;Action;Adventure;Casual;Indie;Simulation;Sports,0,439
0-20000,786720,0.79,2018-02-13;Eternal Man: Forest,advocatus,0,Single-player;Steam Achievements,Action;Indie;Casual;Action;Adventure;Casual;Indie,0,0
20000_0,675680,1.59,2017-08-25;ShineG In The Zombies,GaluluGame,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats,Action;Indie;Casual;Action;Adventure;Casual;Indie;RPG;Strategy,38,-3734
0-200O0,959980,0.79,2018-10-25;XEZ6_Click the Business,Garnudo Games,0,Single-player,Indie;Casual;Simulation;Casual;Indie;Simulation,0,0
20000-50000,443860,6.99,2016-07-26;Riptide GP: Renegade,Vector Unit,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Racing;Multiplayer;Action;Racing,24,0
0-20000,820380,0.79,2018-03-21;Russien Prisoner VS Nazi Zombies,Ghost_RUS Games,0,Single-player,Action;Adventure;Indie;Violent;Gore;Action;Adventure;Indie,0,0
0-20000,1036490,0.79,2019-03-07;Space Smash,Moraes 5tudio,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;Casual;Action;Casual;Indie,27,0
0-20000,548340,6.99,n9Nz_2016-12-01;Abode,Overflow,0,Single-player,Indie;Puzzle;VR;Indie,8,-2240
uc_500000-1000000,98200,18.99,Lev_2011-05-26;Frozen Synapze,Mode 7,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Turn Notifications,Strategy;Turn-Based;Tactical;Indie;Strategy,16,-16494
0-20000,860200,0.79,2018-05-22;adventures_B_Dino's_Super,Nek.,0,Single-player,Action;Indie;Casual;Action;Casual;Indie,0,0
0-20000,655040,3.99,2017-08-03;Deltaplan 5imulator,Sta.,0,Single-player;Partial Controller Support,Action;Adventure;Indie;Action;Adventure;Indie;Simulation,0,0
0-20000,748060,0.79,2018-05-17;SchoolJump,Vrai,0,Single-player;Full controller support,Casual;VR;Casual,0,0
0-20000,713310,6.99,2018-03-27;Gambol,Mike Pickering,0,Single-player;Full controller support,Indie;Action;Platformer;Action;Indie,0,0
50000-100000,286320,3.99,2014-04-04;Oknytt,Nemoria Entertainment,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Point & Click;Adventure;Indie,10,8399
200000-500000,390340,14.99,2016-06-21;Umbrella Corps™/Biohazard Umbrella Corps™,CAPCOM,18,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Zombies;Multiplayer;Action,41,342
0-20000,796090,7.19,2018-02-14;Danse Macabre: Deadly Deception Collector's Edition,Big Fish Games,0,Single-player,Adventure;Casual;Hidden Object;Adventure;Casual,0,0
0-20000,380000,3.99,2015_01_07;MiniOne Racing,Frogames,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Cloud,Racing;Casual;Indie;Casual;Indie;Racing,0,0
0-20000,858370,0.79,2018-05-18;Mad Dagger 2,vadimalexepta,0,Single-player;Steam Achievements,Casual;Action;Adventure;Action;Adventure;Casual;Indie,6,0
500000-1000000,15100,8.59,2008-04-09;Assassin's Creed™: Director's Cut Edition,Ubisoft,0,Single-player;Partial Controller Support,Action;Adventure;Open World;Action;Adventure,0,476
0-20000,539270,6.99,2.0.2.;Mahjong,Bigben Interactive,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Casual,10,0
0-20000,1032090,5.79,2019-02-26;War of Power: The Last Fight,indie_games_studio,0,Single-player,Early Access;Strategy;Indie;Indie;Simulation;Strategy;Early Access,10,0
0-20000,653100,2.24,2017-12-15;Puzzle Bloc Invasion,Colorful Games,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie;Casual;Action;Casual;Indie,59,9608
Z0000-50000,388340,0.32,2015-07-20;Super_Lumberjack_Hipster,Day Dreamer Games,0,Single-player;Partial Controller Support,Indie;Platformer;Difficult;Indie,0,0
100000-200000,575830,0.79,2017-03-03;rooMaze,Sometimes You,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Action;Indie;Action;Adventure;Indie;RPG,26,283
0-20000,726760,0.79,20I7-10-16;Next_Boy_Door,Ghost_RUS Games,0,Single-player;Steam Achievements,Nudity;Indie;Adventure;Nudity;Adventure;Casual;Indie,82,-1591
0-20000,687360,1.59,2017_26_09;Doodle Jamboree,Mike Laraman,0,Single-player;Partial Controller Support,Indie;Platformer;Indie,0,0
20000-50000,277700,9.99,2016-06-13;0n Rusty Trails,Black Pants Studio,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Indie;Platformer;Indie,44,0
50000-100000,753230,9.29,2018-05-16;STAY,PQube Limyted,0,Single-player;Steam Achievements,Indie;Choices Matter;Adventure;Adventure;Indie,31,0
0-20000,675990,2.09,2017-10-27;Questr,Mutant Entertainment Studios,0,Single-player;Steam Achievements;Steam Cloud,Indie;RPG;Casual;Casual;Indie;RPG,9,0
0-20009,723100,11.39,0W_2017-12-14;Orbital Racer,Movie Games S.A.,0,Single-player;Partial Controller Support,Simulation;Racing;Indie;Indie;Racing;Simulation,0,0
50000-100000,623550,0.79,2017-05-26;Timen runner,REX PEX GAMES,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Indie;Casual;Platformer;Casual;Indie,12,304
200000-500000,105800,6.99,2012-02-02;PixelJunk™ Eden,Games_Ltd._Q,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie;Platformer;Action;Casual;Indie,61,74
0-20000,520380,1.99,2017-01-02;Camper Jumper Simulator,No-Brqib Xtudio,0,Single-player,Indie;Racing;Indie;Racing,33,-4240
100000-200000,337150,6.99,2014-12-22;Sentinels of the Multiverse,Handelabra Games Inc.,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud,Card Game;Board Game;Superhero;Indie;Strategy,84,186
20000-50000,292280,3.99,2014-05-29;Spy Fox In: Cheese Chase,Humongous Entertainment;Nightdive Studios,0,Single-player;Steam Cloud,Adventure;Casual;Family Friendly;Adventure;Casual,0,0
200.5000.,451840,10.99,2016-09-14;Out of Ammo,RocketWerkz,0,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Steam Leaderboards,Action;Strategy;VR;Action;Indie;Strategy,17,3028
0-20000,1037540,0.79,2019-03-17;8rave knight runner,Zotdinax,0,Single-player,Action;Indie;Casual;Action;Casual;Indie,0,0
20000-50000,537090,0.79,10_07_2016;Die for the Empire,NedoStudio,0,Single-player;Steam Trading Cards,Action;Shoot 'Em Up;Action,0,273
0-20000,882080,2.89,2018-09-27;Star'5hoot,Space Maker Studio,0,Single-player;Partial Controller Support;Steam Leaderboards,Indie;Action;Shoot 'Em Up;Action;Indie,47,0
0-20000,503750,10.99,2018-08-28;SPLASH BLAST PANIC,Digital Smash,0,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Indie;Action;Casual;Action;Casual;Indie,13,0
50000_20000,233210,11.39,20I3-10-02;Air Conflicts: Vietnam,Gakes Farm,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud,Simulation;Action;Flight;Action;Simulation,16,10153
0-20000,860340,9.99,2018-05-25;Trivia Vault: Toy Trivia,Ripin0t Sjstems,0,Single-player;Steam Achievements,Casual;Action;Simulation;Action;Casual;Simulation,5000,0
0-20000,867050,11.39,2018-07-19;Endl.F.3:.Da.M.,Artifex Mundi,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Adventure;Hidden Object;Adventure;Casual,31,0
50000-100000,847370,14.99,2018-11-16;Sunset Overdrive,igI_Microsoft Studios,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Open World;Action;Adventure,80,300
10000000-20000000,4000,6.99,2006-11-29;Garry's Mod,Valve,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor,Sandbox;Multiplayer;Funny;Indie;Simulation,29,1875
0-20000,1044770,0.79,2019-03-25;Goddess of Math 数学女神,KetusGame,0,Single-player,Indie;Casual;Strategy;Action;Casual;Indie;Strategy,0,0
2.5000.,38600,6.99,09_2010_17;Faerie 5olitaire,Subsoap,0,Single-player;Steam Achievements;Steam Trading Cards,Card Game;Casual;Indie;Casual;Indie,30,262
0-20000,924500,0.79,2018-09-09;街头英雄 Street Heroes,Chen Jin,0,Single-player;In-App Purchases,Action;Indie;Casual;Action;Casual;Indie,0,829
20000-50000,315830,3.99,2014-10-28;Daedalus - No Escape,Patrice Meneguzzi,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Stats;Includes level editor,Action;Indie;Multiplayer;Action;Indie,44,0
1_0-20000,822900,9.99,2018-03-29;Trivia Vault: Golf Trivia,Ripknot Systems,0,Single-player;Steam Achievements,Strategy;Casual;Action;Action;Casual;Strategy,5000,0
0-20000,365880,1.59,2015-10-30;Mirrored - Chapter 1,Kelkafa Studios,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Point & Click;Adventure;Indie,6,0
wUqJ_200000-500000,518580,0.0,2016-10-18;Accounting (Legacy),Crows Crows Crows,0,Single-player,Adventure;Indie;VR;Adventure;Indie,0,82
crTJ_0-20000,745810,11.39,2018-06-06;SES,True Illusion Software,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements,Early Access;Adventure;Action;Action;Adventure;Massively Multiplayer;RPG;Strategy;Early Access,24,8360
0-20000,870890,0.0,2018-08-09;Museum of Symmetry,National Film Board of Canada,0,Single-player,Adventure;Indie;Casual;Adventure;Casual;Indie;Simulation,0,0
0-20000,520750,10.99,ddUW_2017-09-26;DW.,M.Triang.,0,Single-player,Action;Indie;VR;Action;Indie,4,11037
0-20000,974390,9.29,2019-03-28;Metaloid : Origin,RetroRevolution,0,Single-player;Steam Achievements;Full controller support,Action;Indie;Platformer;Action;Indie,25,0
100O00-200000,470260,14.99,2016-0p-14;Event[0],Ocelot Society,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;Space;Adventure;Indie,12,131
20000-50000,507050,8.99,09_06_2016;DOG0S,INTERNET URL S.A.,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Simulation;Action;Indie;Simulation,15,0
20000-50000,335660,4.99,2015-01-29;CAFE 0 ~The Drowned Mermaid~,roseVeRte,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Visual Novel;Adventure;Indie;Adventure;Casual;Indie,21,-779
0-20000,649670,3.99,2017-06-09;ZHUST - THE ILLUSION SOUL,KT Games,0,Single-player;Steam Achievements,Action;Adventure;Indie;Action;Adventure;Indie,20,7655
0-20000,677910,5.59,2017-08-11;Life on Mars Remake,Oscar Kenneth Albero Ingles,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie;Action;Adventure;Indie;RPG,21,0
50000-100000,426690,1.99,2016-01-27;Narcissu 10th Anniversary Anthology Project,Sekai Project,0,Single-player;Steam Trading Cards,Indie;Casual;Visual Novel;Casual;Indie,0,-6790
0-20000,413040,3.99,2017-03-14;Eekeemoo - Splinters of the Dark Shard,Cogg Games Ltd,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Action;Adventure,22,6381
20000-50000,681070,2.89,2017-0B-04;The Slug,Vyacheslav Shilikhin,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Casual;Adventure;Casual;Indie,7,12661
500000-1000000,225300,4.99,2012-11-28;Tomb Raider II,5quare Enix,12,Single-player,Adventure;Action;Female Protagonist;Action;Adventure,0,3
0-20000,915190,0.0,2018-11-09;Cartoony Cars 2,SpeedF.,0,Single-player;Steam Cloud;Includes level editor,Indie;Puzzle;Physics;Indie,0,1962
0-2o000,1010650,5.79,2019-01-31;T.A.P.,Anti-Ded GameDev,0,Single-player,Action;Casual;Strategy;Action;Casual;Strategy,0,0
0-20000,927310,6.19,2018-09-30;巴伦西亚传说：索菲亚的重生 Valegcia Saga:So0hia's rebi5th,清之鸣,0,Single-player;Partial Controller Support,Strategy;RPG;RPG;Strategy,0,0
