appid,name,release_date,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,owners,price
921700,Crashphalt,2018-10-11,Cold Pressed Games,windows,0,Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,Indie,Indie;Platformer;Local Multiplayer,10,7,1,0,0-20000,0.0
583060,The Cavern,2017-10-24,Space Paw Studios,windows,0,Single-player,Action;Adventure;Casual;Indie;Strategy,Adventure;Indie;Action,0,6,6,0,0-20000,10.99
996830,Rules of The Mafia: Trade & Blood,2019-04-19,Gamenesis,windows;mac,0,Single-player,Indie;Strategy;Early Access,Early Access;Strategy;Indie,22,1,23,0,0-20000,5.79
399780,Expand,2015-09-30,Chris Johnson;Chris Larkin,windows;mac;linux,0,Single-player;Full controller support;Captions available,Adventure;Indie,Indie;Great Soundtrack;Adventure,0,315,39,0,50000-100000,4.79
201070,Revelations 2012,2012-04-23,Dark Artz Entertainment,windows,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Stats,Action;Indie;Strategy,Action;Indie;Strategy,47,188,133,8,20000-50000,0.0
505290,Super Rock Blasters!,2017-01-17,QuadraTron Games,windows;mac;linux,0,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Stats,Action;Indie,Action;Indie;Arcade,17,3,0,0,0-20000,6.99
860890,Factory Town,2019-03-12,Erik Asmussen,windows;mac,0,Single-player;Steam Cloud,Simulation;Strategy;Early Access,Early Access;Simulation;Strategy,0,548,73,0,20000-50000,15.49
758220,Osmorrow,2017-12-27,Night Apparatus,windows;linux,0,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Adventure;Indie;RPG,Adventure;Action;Indie,6,5,1,0,0-20000,3.99
9980,The UnderGarden,2010-11-10,Retroism,windows,0,Single-player,Casual,Casual;Puzzle;Relaxing,0,48,24,23,20000-50000,4.99
608530,TARTARUS,2017-11-21,Abyss Gameworks,windows;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie,Adventure;Indie;Action,8,92,80,0,0-20000,15.99
670610,Swaps and Traps,2018-02-12,TeamTrap,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Indie,Action;Indie;Platformer,103,65,1,0,0-20000,6.19
976240,Spaceguy: Red Space,2018-12-05,Droid Riot,windows,0,Single-player,Action;Indie,Action;Indie;Violent,0,0,3,0,0-20000,1.69
841200,Intelligence,2018-04-19,Laush Studio,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle,12,3,1,0,0-20000,2.09
509170,VRNinja,2016-09-14,OutOfBounds Software Solutions Inc,windows,0,Single-player;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie;Simulation,Casual;Action;Indie,11,7,8,0,0-20000,6.99
589060,"Trapper Knight, Sharpshooter Princess",2017-04-10,Sekai Project,windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,RPG;Strategy,RPG;Strategy;Anime,17,15,1,0,0-20000,10.99
333880,Braveland Wizard,2014-12-04,Tortuga Team,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG;Strategy,RPG;Adventure;Indie,22,200,73,0,20000-50000,4.99
283680,Astebreed: Definitive Edition,2014-05-30,AGM PLAYISM,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Anime;Mechs;Shoot 'Em Up,40,1104,129,274,100000-200000,15.49
328430,Rex Nebular and the Cosmic Gender Bender,2014-10-17,Retroism;Nightdive Studios,windows;mac;linux,0,Single-player,Adventure,Adventure;Point & Click;1990's,0,17,9,0,0-20000,18.99
416590,Emily Wants To Play,2015-12-10,SKH Apps,windows;mac,0,Single-player;Full controller support,Action;Adventure;Casual;Indie;Simulation;Strategy,Horror;Survival Horror;Indie,0,914,222,36,100000-200000,3.99
847790,Indentured Servant,2018-06-08,Saoi Games,windows,0,Single-player,Indie;Simulation,Indie;Simulation;VR,0,10,0,0,0-20000,0.0
865540,PLAYNE : The Meditation Game,2018-11-05,Vismaya,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Simulation;Early Access,Early Access;Simulation;Casual,40,158,6,0,0-20000,8.99
682270,Gender Bender,2017-09-04,Rhino Dev,windows,0,Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Stats,Action;Indie,Indie;Action;2D Fighter,14,3,1,0,0-20000,2.79
40950,Stronghold HD,2013-10-21,FireFly Studios,windows,0,Single-player;Multi-player;Steam Trading Cards;Steam Cloud;Includes level editor,Simulation;Strategy,Strategy;Medieval;Base-Building,0,2992,199,473,1000000-2000000,3.49
708340,Shark Simulator,2017-11-22,Aerilon Studios,windows,0,Single-player;Steam Achievements;Full controller support,Action;Casual;Indie;Simulation,Action;Indie;Simulation,17,108,28,300,20000-50000,0.0
283470,The Secret Of Hildegards,2014-03-27,Libredia,windows,0,Single-player,Casual,Casual;Hidden Object;Puzzle,0,9,35,0,0-20000,2.09
591950,Zpeciation: Tough Days (TD),2017-02-15,Freshtrax,windows,0,Single-player;Steam Trading Cards,Indie;Strategy,Indie;Strategy;Tower Defense,0,19,15,314,20000-50000,0.79
712660,YBit,2018-01-15,Facundo Balboa,windows;mac;linux,0,Single-player;Full controller support,Adventure;Indie,Indie;Adventure,0,6,2,0,0-20000,1.69
966000,Detective Sherlock Pug - Hidden Object. Relaxing games,2019-02-01,Crisp App Studio,windows;mac,0,Single-player;Steam Achievements;Steam Leaderboards,Adventure;Casual;Indie,Indie;Casual;Adventure,5,19,5,0,0-20000,1.69
306480,Wildlife Park 2 - Crazy Zoo,2014-07-17,b-alive gmbh,windows,0,Single-player;Steam Trading Cards,Casual;Indie;Simulation;Strategy,Strategy;Casual;Simulation,0,28,10,0,20000-50000,2.79
352760,Kaiju Panic,2015-10-09,Mechabit Ltd,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Indie;Strategy,Action;Strategy;Indie,14,22,6,0,0-20000,7.19
729530,Legends of Talia: Arcadia,2017-10-27,Winged Cloud,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Simulation,Simulation;Anime;Visual Novel,9,63,24,0,0-20000,1.69
468800,Arkshot,2016-05-19,Digerati Distribution,windows;mac;linux,0,Multi-player;Partial Controller Support,Action;Indie,Action;Indie;Multiplayer,0,94,26,282,0-20000,3.99
357690,APT,2015-08-27,RIP Studios LLC,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Leaderboards,Action;Indie;Strategy,Action;Indie;Strategy,27,24,9,0,0-20000,11.39
380020,Three Heroes,2015-09-16,Cats Who Play,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Indie;Action;Adventure,29,606,267,199,100000-200000,1.59
833300,Fantasyland,2018-04-21,Apillo,windows,0,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Indie;RPG;Strategy,Action;Strategy;Adventure,12,3,23,0,0-20000,6.19
346900,AdVenture Capitalist,2015-03-30,Hyper Hippo Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Free to Play;Indie,Free to Play;Clicker;Capitalism,31,35093,4214,2747,2000000-5000000,0.0
537450,ReCore: Definitive Edition,2018-09-14,Microsoft Studios,windows,0,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud,Action;Adventure,Adventure;Action;Female Protagonist,73,200,111,0,0-20000,14.99
284830,Clockwork Tales: Of Glass and Ink,2014-04-24,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Hidden Object;Adventure;Casual,19,735,69,167,50000-100000,6.99
837900,Bitcoin Trader,2018-05-03,Zloy Krot Studio,windows,0,Single-player;Steam Achievements,Casual;Indie;Simulation,Casual;Indie;Simulation,190,11,20,0,0-20000,2.07
60350,Glowfish,2011-09-30,MumboJumbo,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Adventure;Casual;Indie,Casual;Adventure;Indie,25,80,11,0,20000-50000,6.99
774711,The Best Of MagiCats,2018-03-22,Dreamz Studio,windows;mac,0,Single-player;Full controller support,Adventure;Indie,Indie;Adventure;2D,73,69,18,0,0-20000,8.99
496190,Senza Peso,2016-10-11,Kite & Lightning,windows,0,Single-player;Full controller support,Adventure;Casual,Casual;Adventure;VR,0,225,14,0,50000-100000,0.0
874640,The Life's Lane,2018-07-16,Life's Lane Studio,windows,0,Single-player,Adventure;Casual;Indie;Simulation,Casual;Adventure;Indie,0,1,4,0,0-20000,2.0
365060,Titanis,2015-06-08,Silver Goblet Games,windows,0,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Indie;RPG,Indie;Action;Adventure,11,12,4,0,0-20000,3.99
913770,Toy Gun Office Simulator,2018-08-29,Wanana Games,windows,0,Single-player,Action;Adventure;Casual;Indie;Simulation;Sports,Action;Adventure;Indie,0,2,1,0,0-20000,3.99
786720,Eternal Man: Forest,2018-02-13,advocatus,windows,0,Single-player;Steam Achievements,Action;Adventure;Casual;Indie,Action;Indie;Casual,0,5,3,0,0-20000,0.79
675680,ShineG In The Zombies,2017-08-25,GaluluGame,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats,Action;Adventure;Casual;Indie;RPG;Strategy,Action;Indie;Casual,38,178,41,0,0-20000,1.59
959980,Click the Business,2018-10-25,Garnudo Games,windows,0,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation,0,0,1,0,0-20000,0.79
443860,Riptide GP: Renegade,2016-07-26,Vector Unit,windows,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Racing,Racing;Multiplayer;Action,24,152,21,0,20000-50000,6.99
820380,Russian Prisoner VS Nazi Zombies,2018-03-21,Ghost_RUS Games,windows,0,Single-player,Violent;Gore;Action;Adventure;Indie,Action;Adventure;Indie,0,8,13,0,0-20000,0.79
1036490,Space Smash,2019-03-07,Moraes Studio,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,27,6,0,0,0-20000,0.79
548340,Abode,2016-12-01,Overflow,windows,0,Single-player,Indie,Indie;Puzzle;VR,8,228,15,0,0-20000,6.99
98200,Frozen Synapse,2011-05-26,Mode 7,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Turn Notifications,Indie;Strategy,Strategy;Turn-Based;Tactical,16,1990,430,183,500000-1000000,18.99
860200,Super B-Dino's adventures,2018-05-22,Nekyau,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,1,1,0,0-20000,0.79
655040,Deltaplan Simulator,2017-08-03,starmops,windows,0,Single-player;Partial Controller Support,Action;Adventure;Indie;Simulation,Action;Adventure;Indie,0,12,6,0,0-20000,3.99
748060,SchoolJump,2018-05-17,Vrai,windows,0,Single-player;Full controller support,Casual,Casual;VR,0,3,2,0,0-20000,0.79
713310,Gambol,2018-03-27,Mike Pickering,windows,0,Single-player;Full controller support,Action;Indie,Indie;Action;Platformer,0,10,1,0,0-20000,6.99
286320,Oknytt,2014-04-04,Nemoria Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Point & Click,10,393,32,333,50000-100000,3.99
390340,Umbrella Corps™/Biohazard Umbrella Corps™,2016-06-21,CAPCOM,windows,18,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Zombies;Multiplayer,41,633,1663,342,200000-500000,14.99
796090,Danse Macabre: Deadly Deception Collector's Edition,2018-02-14,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0-20000,7.19
380000,MiniOne Racing,2015-07-01,Frogames,windows;mac,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Cloud,Casual;Indie;Racing,Racing;Casual;Indie,0,16,11,0,0-20000,3.99
858370,Mad Dagger 2,2018-05-18,vadimalexepta,windows,0,Single-player;Steam Achievements,Action;Adventure;Casual;Indie,Casual;Action;Adventure,6,15,24,0,0-20000,0.79
15100,Assassin's Creed™: Director's Cut Edition,2008-04-09,Ubisoft,windows,0,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Open World,0,5743,1162,360,500000-1000000,8.59
539270,Mahjong,2017-02-20,Bigben Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual,Casual,10,34,11,0,0-20000,6.99
1032090,War of Power: The Last Fight,2019-02-26,indie_games_studio,windows,0,Single-player,Indie;Simulation;Strategy;Early Access,Early Access;Strategy;Indie,10,2,0,0,0-20000,5.79
653100,Puzzle Bloc Invasion,2017-12-15,Colorful Games,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,59,1,0,0,0-20000,2.24
388340,Super Hipster Lumberjack,2015-07-20,Day Dreamer Games,windows,0,Single-player;Partial Controller Support,Indie,Indie;Platformer;Difficult,0,292,88,0,20000-50000,0.32
575830,rooMaze,2017-03-03,Sometimes You,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie;RPG,Adventure;Action;Indie,26,82,48,283,100000-200000,0.79
726760,Boy Next Door,2017-10-16,Ghost_RUS Games,windows,0,Single-player;Steam Achievements,Nudity;Adventure;Casual;Indie,Nudity;Indie;Adventure,82,33,25,0,0-20000,0.79
687360,Doodle Jamboree,2017-09-26,Mike Laraman,windows,0,Single-player;Partial Controller Support,Indie,Indie;Platformer,0,13,0,0,0-20000,1.59
277700,On Rusty Trails,2016-06-13,Black Pants Studio,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Indie,Indie;Platformer,44,139,14,0,20000-50000,9.99
753230,STAY,2018-05-16,PQube Limited,windows;mac,0,Single-player;Steam Achievements,Adventure;Indie,Indie;Choices Matter;Adventure,31,240,102,0,50000-100000,9.29
675990,Questr,2017-10-27,Mutant Entertainment Studios,windows;linux,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;RPG,Indie;RPG;Casual,9,13,4,0,0-20000,2.09
723100,Orbital Racer,2017-12-14,Movie Games S.A.,windows,0,Single-player;Partial Controller Support,Indie;Racing;Simulation,Simulation;Racing;Indie,0,13,2,0,0-20000,11.39
623550,Timen runner,2017-05-26,REX PEX GAMES,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Casual;Indie,Indie;Casual;Platformer,12,36,31,304,50000-100000,0.79
105800,PixelJunk™ Eden,2012-02-02,Q-Games Ltd.,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Casual;Indie;Platformer,61,558,140,65,200000-500000,6.99
520380,Camper Jumper Simulator,2017-01-02,No-Brain Studio,windows,0,Single-player,Indie;Racing,Indie;Racing,33,20,27,0,0-20000,1.99
337150,Sentinels of the Multiverse,2014-12-22,Handelabra Games Inc.,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Strategy,Card Game;Board Game;Superhero,84,644,103,186,100000-200000,6.99
292280,Spy Fox In: Cheese Chase,2014-05-29,Humongous Entertainment;Nightdive Studios,windows;mac;linux,0,Single-player;Steam Cloud,Adventure;Casual,Adventure;Casual;Family Friendly,0,18,12,0,20000-50000,3.99
451840,Out of Ammo,2016-09-14,RocketWerkz,windows,0,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Steam Leaderboards,Action;Indie;Strategy,Action;Strategy;VR,17,517,92,0,20000-50000,10.99
1037540,Brave knight runner,2019-03-17,Zotdinex,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,1,0,0,0-20000,0.79
537090,Die for the Empire,2016-10-07,NedoStudio,windows,0,Single-player;Steam Trading Cards,Action,Action;Shoot 'Em Up,0,5,15,273,20000-50000,0.79
882080,Star'Shoot,2018-09-27,Space Maker Studio,windows,0,Single-player;Partial Controller Support;Steam Leaderboards,Action;Indie,Indie;Action;Shoot 'Em Up,47,16,1,0,0-20000,2.89
503750,SPLASH BLAST PANIC,2018-08-28,Digital Smash,windows;mac;linux,0,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Casual;Indie,Indie;Action;Casual,13,4,2,0,0-20000,10.99
233210,Air Conflicts: Vietnam,2013-10-02,Games Farm,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud,Action;Simulation,Simulation;Action;Flight,16,63,169,0,20000-50000,11.39
860340,Trivia Vault: Toy Trivia,2018-05-25,Ripknot Systems,windows,0,Single-player;Steam Achievements,Action;Casual;Simulation,Casual;Action;Simulation,5000,8,4,0,0-20000,9.99
867050,Endless Fables 3: Dark Moor,2018-07-19,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Casual;Adventure;Hidden Object,31,18,5,0,0-20000,11.39
847370,Sunset Overdrive,2018-11-16,Microsoft Studios,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Action;Adventure;Open World,80,2421,274,300,50000-100000,14.99
4000,Garry's Mod,2006-11-29,Valve,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor,Indie;Simulation,Sandbox;Multiplayer;Funny,29,363721,16433,12422,10000000-20000000,6.99
1044770,Goddess of Math 数学女神,2019-03-25,KatusGame,windows;mac,0,Single-player,Action;Casual;Indie;Strategy,Indie;Casual;Strategy,0,9,1,0,0-20000,0.79
38600,Faerie Solitaire,2010-09-17,Subsoap,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Card Game;Casual;Indie,30,2147,207,266,200000-500000,6.99
924500,街头英雄 Street Heroes,2018-09-09,Chen Jin,windows,0,Single-player;In-App Purchases,Action;Casual;Indie,Action;Indie;Casual,0,1,1,0,0-20000,0.79
315830,Daedalus - No Escape,2014-10-28,Patrice Meneguzzi,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Stats;Includes level editor,Action;Indie,Action;Indie;Multiplayer,44,98,18,0,20000-50000,3.99
822900,Trivia Vault: Golf Trivia,2018-03-29,Ripknot Systems,windows,0,Single-player;Steam Achievements,Action;Casual;Strategy,Strategy;Casual;Action,5000,19,3,0,0-20000,9.99
365880,Mirrored - Chapter 1,2015-10-30,Kelkafa Studios,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Point & Click,6,70,35,0,0-20000,1.59
518580,Accounting (Legacy),2016-10-18,Crows Crows Crows,windows,0,Single-player,Adventure;Indie,Adventure;Indie;VR,0,2055,116,55,200000-500000,0.0
745810,SAS,2018-06-06,True Illusion Software,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements,Action;Adventure;Massively Multiplayer;RPG;Strategy;Early Access,Early Access;Adventure;Action,24,87,24,0,0-20000,11.39
870890,Museum of Symmetry,2018-08-09,National Film Board of Canada,windows,0,Single-player,Adventure;Casual;Indie;Simulation,Adventure;Indie;Casual,0,35,0,0,0-20000,0.0
520750,DWVR,2017-09-26,Mad Triangles,windows,0,Single-player,Action;Indie,Action;Indie;VR,4,17,1,0,0-20000,10.99
974390,Metaloid : Origin,2019-03-28,RetroRevolution,windows;mac,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Platformer,25,10,0,0,0-20000,9.29
470260,Event[0],2016-09-14,Ocelot Society,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Space,12,1339,335,131,100000-200000,14.99
507050,DOGOS,2016-09-06,INTERNET URL S.A.,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Simulation,Action;Indie;Simulation,15,41,20,0,20000-50000,8.99
335660,CAFE 0 ~The Drowned Mermaid~,2015-01-29,roseVeRte,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Visual Novel;Adventure;Indie,21,93,47,0,20000-50000,4.99
649670,ZHUST - THE ILLUSION SOUL,2017-06-09,KT Games,windows,0,Single-player;Steam Achievements,Action;Adventure;Indie,Action;Adventure;Indie,20,19,14,0,0-20000,3.99
677910,Life on Mars Remake,2017-08-11,Oscar Kenneth Albero Ingles,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie;RPG,Action;Adventure;Indie,21,29,2,0,0-20000,5.59
426690,Narcissu 10th Anniversary Anthology Project,2016-01-27,Sekai Project,windows,0,Single-player;Steam Trading Cards,Casual;Indie,Indie;Casual;Visual Novel,0,327,6,157,50000-100000,1.99
413040,Eekeemoo - Splinters of the Dark Shard,2017-03-14,Cogg Games Ltd,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Action;Adventure,22,3,2,0,0-20000,3.99
681070,The Slug,2017-08-04,Vyacheslav Shilikhin,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Indie;Casual,7,20,54,12661,20000-50000,2.89
225300,Tomb Raider II,2012-11-28,Square Enix,windows,12,Single-player,Action;Adventure,Adventure;Action;Female Protagonist,0,805,115,3,500000-1000000,4.99
915190,Cartoony Cars 2,2018-11-09,SpeedFrame,windows;mac;linux,0,Single-player;Steam Cloud;Includes level editor,Indie,Indie;Puzzle;Physics,0,6,0,0,0-20000,0.0
1010650,T.A.P.,2019-01-31,Anti-Ded GameDev,windows,0,Single-player,Action;Casual;Strategy,Action;Casual;Strategy,0,15,0,0,0-20000,5.79
927310,巴伦西亚传说：索菲亚的重生 Valencia Saga:Sophia's rebirth,2018-09-30,清之鸣,windows,0,Single-player;Partial Controller Support,RPG;Strategy,Strategy;RPG,0,77,11,0,0-20000,6.19
322130,Disney Princess: Enchanted Journey,2014-10-10,Disney Interactive,windows,0,Single-player;Shared/Split Screen,Adventure,Adventure;Female Protagonist;Action,0,15,3,0,0-20000,15.49
744670,WORLDS AT WAR (Monitors & VR),2018-03-09,Muddy Pixel,windows,0,Single-player;Partial Controller Support,Action;Indie;Simulation;Early Access,Early Access;Action;Indie,0,55,23,0,0-20000,15.49
778700,Amorous,2018-04-13,Snaggletooth Studios,windows;mac;linux,0,Single-player;Steam Achievements,Sexual Content;Free to Play;Indie;Simulation,Sexual Content;Nudity;Free to Play,45,2504,698,105,200000-500000,0.0
667760,Super Lumi Live,2017-09-05,Discovermypath,windows,0,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Adventure;Indie,Action;Indie;2D,26,17,0,0,0-20000,6.99
549180,Army Men: Toys in Space,2017-12-20,2K,windows,0,Single-player,Action;Strategy,Strategy;Action,0,20,10,0,0-20000,4.69
525080,The Race for the White House 2016,2016-09-08,Eversim,windows,0,Single-player;Multi-player;Local Multi-Player,Simulation;Strategy,Simulation;Strategy,0,8,11,650,0-20000,10.99
809870,Ninjin: Clash of Carrots,2018-09-04,Modus Games,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie;RPG,Action;Indie;Adventure,33,40,0,0,0-20000,11.99
313200,The Abbey,2014-07-15,Strategy First,windows,0,Single-player,Adventure,Adventure;Point & Click,0,29,18,0,0-20000,14.99
387290,Ori and the Blind Forest: Definitive Edition,2016-04-27,Microsoft Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats,Action,Atmospheric;Great Soundtrack;Platformer,57,15886,627,322,1000000-2000000,14.99
338530,Trouble In The Manor,2015-11-17,Charyb Games,windows,0,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Action;Casual;Indie,Casual;Action;Indie,21,181,128,268,200000-500000,0.79
756980,Raymond's Obstacle Course,2018-01-31,Raymond Leung,windows,0,Single-player,Action;Adventure;Casual;Indie;Strategy,Strategy;Action;Adventure,0,2,0,0,0-20000,2.89
747050,Portal Journey: Portarius,2018-04-26,Dmitry Poznukhov,windows;mac;linux,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Adventure;Casual;Indie,Indie;Casual;Adventure,15,19,3,0,0-20000,2.09
736840,aMAZE Double,2017-11-02,Blender Games,windows,0,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Singleplayer,154,26,4,0,0-20000,0.79
805500,Dokkaebi Hentai Adventures,2018-02-28,Ghost_RUS Games,windows,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Indie;Adventure;Casual,5,23,15,0,0-20000,0.79
502520,Ultimate General: Civil War,2017-07-14,Game-Labs,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Simulation;Strategy,Strategy;War;Historical,39,2461,407,0,100000-200000,22.99
439420,SteelLIFE,2019-01-04,AxiPLAY,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual,23,15,1,0,0-20000,4.79
336130,Shardlight,2016-03-08,Wadjet Eye Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;RPG,Adventure;Female Protagonist;Indie,19,292,33,67,20000-50000,10.99
870590,Moonbase Down,2018-06-19,Advent RPG,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Adventure;Indie;RPG;Early Access,Early Access;Adventure;Action,8,4,0,0,0-20000,1.99
741560,Space Lagat,2017-11-15,LEVER Software,windows,0,Single-player;Partial Controller Support;Stats,Casual;Indie,Indie;Casual;Great Soundtrack,0,16,4,0,0-20000,0.79
801020,Golden Dungeons,2018-03-03,AFBIK Studio,windows,0,Single-player;Steam Achievements,Action;Casual;Indie,Action;Indie;Casual,63,35,36,0,20000-50000,0.79
739190,AntVentor,2018-05-17,LoopyMood,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Casual;Indie,Adventure;Casual;Indie,13,125,11,0,0-20000,4.99
279070,9th Dawn II,2016-10-17,Valorware,windows,0,Single-player;Multi-player;Co-op;Partial Controller Support,Action;Adventure;Indie;RPG,RPG;Adventure;Indie,20,99,19,0,0-20000,1.49
289760,ROCKETSROCKETSROCKETS,2015-05-01,Radial Games Corp,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Action;Casual;Indie;Sports;Strategy,Indie;Action;Casual,36,431,118,332,100000-200000,4.99
706280,Devil in the Pines,2017-09-29,Rebelware Games,windows,0,Single-player;Steam Achievements,Indie,Indie;Horror;Survival Horror,3,17,3,0,0-20000,2.79
