appid,name,release_date,english,developer,publisher,platforms,required_age,categories,steamspy_tags,negative_ratings,median_playtime,owners,price
612790,INFINITI VR,2017-03-28,1,The Pulse,The Pulse,windows,0,Single-player,Free to Play;VR,18,0,20000-50000,0.0
527890,Shop-n-Spree: Shopping Paradise,2016-09-12,1,ViquaSoft,Big Fish Games,windows,0,Single-player,Casual;Simulation,1,0,0-20000,4.99
401250,Zulu Response,2017-06-12,1,Web Interactive Solutions,Web Interactive Solutions,windows,0,Single-player;Multi-player;Co-op,Strategy;Action;Indie,22,0,0-20000,10.99
877820,LOOT BOX ACHIEVEMENT SIMULATOR,2018-07-25,1,DRUNKEN APES,DRUNKEN APES,windows;mac,0,Single-player;Steam Achievements,Simulation;Indie;Card Game,22,0,0-20000,0.99
881250,Outer Space,2018-07-07,1,SharkGame,FYRG,windows,0,Single-player,Indie;Casual;Simulation,8,0,0-20000,0.79
24410,Crusaders: Thy Kingdom Come,2009-10-08,1,NeocoreGames,Paradox Interactive,windows,0,Single-player;Multi-player,Strategy;Medieval;Historical,11,0,20000-50000,6.99
849350,Realistic Illusion,2018-05-04,1,PanTrojan Studio,PanTrojan Studio,windows,0,Single-player,Adventure;Indie;Casual,1,0,0-20000,0.79
563360,Market Tycoon,2017-05-11,1,Protection Games,Protection Games,windows,0,Single-player,Early Access;Indie;Simulation,50,0,0-20000,8.99
821670,Horse Farm,2018-07-17,1,Independent Arts Software;upjers,upjers,windows,0,Single-player;Online Co-op;Steam Achievements;In-App Purchases,Casual;Free to Play;Simulation,54,0,20000-50000,0.0
992300,嗜血印 Bloody Spell,2019-01-15,1,艺龙游戏,艺龙游戏,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Early Access;Action;Indie,257,36,50000-100000,15.49
808080,Ultimate Racing 2D,2018-05-24,1,Applimazing,Applimazing,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Full controller support;Steam Cloud,Racing;Simulation;Sports,12,0,0-20000,6.99
938070,LOGistICAL 2: Belgium,2018-09-21,1,Sacada,Sacada,windows,0,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Casual;Strategy;Indie,1,0,0-20000,7.19
324800,Shadow Warrior 2,2016-10-13,1,Flying Wild Hog,Devolver Digital,windows,0,Single-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Gore;FPS,1406,1655,200000-500000,34.99
841370,NBA 2K19,2018-09-06,1,Visual Concepts,2K,windows,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;In-App Purchases;Steam Cloud,Sports;Basketball;Simulation,8080,2803,200000-500000,39.99
873790,Freebot : Battle for FreeWeb,2018-06-18,1,SeedWall,SeedWall,windows,0,Single-player;Steam Achievements;Partial Controller Support,Indie;Action;Third-Person Shooter,2,0,0-20000,1.69
741490,Atlantis VR,2017-11-03,1,MMEU,Forever Entertainment S. A.,windows,0,Single-player,Casual;Simulation;VR,27,0,0-20000,1.69
853760,Space Armor 2,2018-05-24,1,Ophyer,Ophyer,windows,0,Single-player,Adventure;RPG;Indie,4,0,0-20000,0.79
658790,Samurai Riot,2017-09-13,1,Wako Factory,Wako Factory,windows;linux,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support;Steam Cloud,Action;Adventure;Indie,6,0,0-20000,10.99
588890,Heroes of Arca,2017-02-16,1,IMPIRESOFT,IMPIRESOFT,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Strategy;RPG;Indie,18,0,0-20000,0.0
261700,Eryi's Action,2013-11-19,1,Xtal Sword,Xtal Sword,windows;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Platformer;Indie;Anime,152,159,50000-100000,3.99
326190,Alchemy Mysteries: Prague Legends,2014-12-22,1,Jetdogs Studios,Jetdogs Studios,windows;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Hidden Object;Adventure,231,309,100000-200000,1.59
798420,Professional Fishing,2018-11-30,1,MasterCode;Dueking,Ultimate Games S.A.,windows,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;In-App Purchases;Stats,Free to Play;Fishing;Simulation,211,85,200000-500000,0.0
394360,Hearts of Iron IV,2016-06-06,1,Paradox Development Studio,Paradox Interactive,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Strategy;World War II;Grand Strategy,5251,4181,1000000-2000000,34.99
928690,覇県を握れ ～47都道府県大戦～,2018-11-22,0,Flying Panjandrum / ふらいんぐパンジャンドラム,Flying Panjandrum / ふらいんぐパンジャンドラム,windows,0,Single-player,Strategy;Indie;Simulation,0,0,0-20000,30.99
981900,Kings' Cross,2018-11-27,1,Azorian;kron0s_alexey;Pavel_Balakin,Elina Faritovna Balakina,windows,0,Single-player,Indie;Casual;Strategy,1,0,0-20000,2.09
381940,Trials on Tatooine,2016-07-18,1,ILMxLAB,ILMxLAB,windows,0,Single-player;VR Support,Action;VR;Star Wars,227,169,200000-500000,0.0
379640,Bloo Kid 2,2015-10-01,1,winterworks GmbH,winterworks GmbH,windows,0,Single-player;Steam Achievements;Full controller support,Indie;Action;Platformer,16,1,50000-100000,2.89
726430,Creeping Terror,2017-10-31,1,Nikkatsu Corporation;mebius,Aksys Games,windows,0,Single-player;Full controller support,Adventure;Indie;Horror,6,0,0-20000,6.19
474880,Second Coming,2019-04-08,1,Seen in a Dream;KLURA Design,Seen in a Dream,windows,0,Single-player;Steam Achievements,Strategy;Adventure;RPG,0,0,0-20000,6.99
880610,Lets Beats,2018-07-23,1,JY Games,JY Games,windows,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie;Casual,3,0,0-20000,0.79
226960,Ironclad Tactics,2013-09-18,1,Zachtronics,Zachtronics,windows;mac;linux,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy;Indie;Card Game,170,142,50000-100000,10.99
621150,False Shelter,2017-04-19,1,Amaterasu Software,Amaterasu Software,windows,0,Single-player;Steam Trading Cards,RPG;RPGMaker,8,227,20000-50000,0.79
713050,Vampires!,2017-10-06,1,For Kids,For Kids,windows;mac;linux,0,Single-player;Steam Achievements,Casual;Indie;Puzzle,24,0,20000-50000,1.69
921700,Crashphalt,2018-10-11,1,Cold Pressed Games,Cold Pressed Games,windows,0,Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,Indie;Platformer;Local Multiplayer,1,0,0-20000,0.0
583060,The Cavern,2017-10-24,1,Space Paw Studios,Space Paw Studios,windows,0,Single-player,Adventure;Indie;Action,6,0,0-20000,10.99
996830,Rules of The Mafia: Trade & Blood,2019-04-19,1,Gamenesis,Gamenesis,windows;mac,0,Single-player,Early Access;Strategy;Indie,23,0,0-20000,5.79
399780,Expand,2015-09-30,1,Chris Johnson;Chris Larkin,Chris Johnson;Chris Larkin,windows;mac;linux,0,Single-player;Full controller support;Captions available,Indie;Great Soundtrack;Adventure,39,0,50000-100000,4.79
201070,Revelations 2012,2012-04-23,1,Dark Artz Entertainment,Dark Artz Entertainment,windows,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Stats,Action;Indie;Strategy,133,8,20000-50000,0.0
505290,Super Rock Blasters!,2017-01-17,1,QuadraTron Games,QuadraTron Games,windows;mac;linux,0,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Stats,Action;Indie;Arcade,0,0,0-20000,6.99
860890,Factory Town,2019-03-12,1,Erik Asmussen,Erik Asmussen,windows;mac,0,Single-player;Steam Cloud,Early Access;Simulation;Strategy,73,0,20000-50000,15.49
758220,Osmorrow,2017-12-27,1,Night Apparatus,Night Apparatus,windows;linux,0,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Adventure;Action;Indie,1,0,0-20000,3.99
9980,The UnderGarden,2010-11-10,1,Artech Studios,Retroism,windows,0,Single-player,Casual;Puzzle;Relaxing,24,23,20000-50000,4.99
608530,TARTARUS,2017-11-21,1,Abyss Gameworks,Abyss Gameworks,windows;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Action,80,0,0-20000,15.99
670610,Swaps and Traps,2018-02-12,1,TeamTrap,TeamTrap,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Indie;Platformer,1,0,0-20000,6.19
976240,Spaceguy: Red Space,2018-12-05,1,Droid Riot,Droid Riot,windows,0,Single-player,Action;Indie;Violent,3,0,0-20000,1.69
841200,Intelligence,2018-04-19,1,Laush Dmitriy Sergeevich,Laush Studio,windows,0,Single-player;Steam Achievements,Indie;Casual;Puzzle,1,0,0-20000,2.09
509170,VRNinja,2016-09-14,1,OutOfBounds Software Solutions Inc,OutOfBounds Software Solutions Inc,windows,0,Single-player;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Action;Indie,8,0,0-20000,6.99
589060,"Trapper Knight, Sharpshooter Princess",2017-04-10,1,desunoya,Sekai Project,windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,RPG;Strategy;Anime,1,0,0-20000,10.99
333880,Braveland Wizard,2014-12-04,1,Tortuga Team,Tortuga Team,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG;Adventure;Indie,73,0,20000-50000,4.99
283680,Astebreed: Definitive Edition,2014-05-30,1,Edelweiss,AGM PLAYISM,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Anime;Mechs;Shoot 'Em Up,129,310,100000-200000,15.49
328430,Rex Nebular and the Cosmic Gender Bender,2014-10-17,1,"MicroProse Software, Inc.",Retroism;Nightdive Studios,windows;mac;linux,0,Single-player,Adventure;Point & Click;1990's,9,0,0-20000,18.99
416590,Emily Wants To Play,2015-12-10,1,Shawn Hitchcock,SKH Apps,windows;mac,0,Single-player;Full controller support,Horror;Survival Horror;Indie,222,36,100000-200000,3.99
847790,Indentured Servant,2018-06-08,1,Saoi Games,Saoi Games,windows,0,Single-player,Indie;Simulation;VR,0,0,0-20000,0.0
865540,PLAYNE : The Meditation Game,2018-11-05,1,Vismaya,Vismaya,windows,0,Single-player;Steam Achievements;Steam Cloud,Early Access;Simulation;Casual,6,0,0-20000,8.99
682270,Gender Bender,2017-09-04,1,Rhino Dev,Rhino Dev,windows,0,Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Stats,Indie;Action;2D Fighter,1,0,0-20000,2.79
40950,Stronghold HD,2013-10-21,1,FireFly Studios,FireFly Studios,windows,0,Single-player;Multi-player;Steam Trading Cards;Steam Cloud;Includes level editor,Strategy;Medieval;Base-Building,199,665,1000000-2000000,3.49
708340,Shark Simulator,2017-11-22,1,Aerilon Studios,Aerilon Studios,windows,0,Single-player;Steam Achievements;Full controller support,Action;Indie;Simulation,28,300,20000-50000,0.0
283470,The Secret Of Hildegards,2014-03-27,1,Komar Games,Libredia,windows,0,Single-player,Casual;Hidden Object;Puzzle,35,0,0-20000,2.09
591950,Zpeciation: Tough Days (TD),2017-02-15,1,RepkaTechStudio,Freshtrax,windows,0,Single-player;Steam Trading Cards,Indie;Strategy;Tower Defense,15,314,20000-50000,0.79
712660,YBit,2018-01-15,1,Facundo Balboa;Iván Piccione;Martín Díaz,Facundo Balboa,windows;mac;linux,0,Single-player;Full controller support,Indie;Adventure,2,0,0-20000,1.69
966000,Detective Sherlock Pug - Hidden Object. Relaxing games,2019-02-01,1,Crisp App Studio,Crisp App Studio,windows;mac,0,Single-player;Steam Achievements;Steam Leaderboards,Indie;Casual;Adventure,5,0,0-20000,1.69
306480,Wildlife Park 2 - Crazy Zoo,2014-07-17,1,b-alive gmbh,b-alive gmbh,windows,0,Single-player;Steam Trading Cards,Strategy;Casual;Simulation,10,0,20000-50000,2.79
352760,Kaiju Panic,2015-10-09,1,Mechabit Ltd,Mechabit Ltd,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Strategy;Indie,6,0,0-20000,7.19
729530,Legends of Talia: Arcadia,2017-10-27,1,Winged Cloud,Winged Cloud,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Simulation;Anime;Visual Novel,24,0,0-20000,1.69
468800,Arkshot,2016-05-19,1,Code Avarice,Digerati Distribution,windows;mac;linux,0,Multi-player;Partial Controller Support,Action;Indie;Multiplayer,26,282,0-20000,3.99
357690,APT,2015-08-27,1,RIP Studios LLC,RIP Studios LLC,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Leaderboards,Action;Indie;Strategy,9,0,0-20000,11.39
380020,Three Heroes,2015-09-16,1,Cats Who Play,Cats Who Play,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie;Action;Adventure,267,210,100000-200000,1.59
833300,Fantasyland,2018-04-21,1,Apillo,Apillo,windows,0,Single-player;Steam Achievements;Steam Cloud,Action;Strategy;Adventure,23,0,0-20000,6.19
346900,AdVenture Capitalist,2015-03-30,1,Hyper Hippo Games,Hyper Hippo Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Free to Play;Clicker;Capitalism,4214,388,2000000-5000000,0.0
537450,ReCore: Definitive Edition,2018-09-14,1,Armature Studio;Comcept,Microsoft Studios,windows,0,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud,Adventure;Action;Female Protagonist,111,0,0-20000,14.99
284830,Clockwork Tales: Of Glass and Ink,2014-04-24,1,Artifex Mundi,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Hidden Object;Adventure;Casual,69,167,50000-100000,6.99
837900,Bitcoin Trader,2018-05-03,1,Zloy Krot Studio,Zloy Krot Studio,windows,0,Single-player;Steam Achievements,Casual;Indie;Simulation,20,0,0-20000,2.07
60350,Glowfish,2011-09-30,1,MumboJumbo,MumboJumbo,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Casual;Adventure;Indie,11,0,20000-50000,6.99
774711,The Best Of MagiCats,2018-03-22,1,Dreamz Studio,Dreamz Studio,windows;mac,0,Single-player;Full controller support,Indie;Adventure;2D,18,0,0-20000,8.99
496190,Senza Peso,2016-10-11,1,Kite & Lightning,Kite & Lightning,windows,0,Single-player;Full controller support,Casual;Adventure;VR,14,0,50000-100000,0.0
874640,The Life's Lane,2018-07-16,1,Life's Lane Studio,Life's Lane Studio,windows,0,Single-player,Casual;Adventure;Indie,4,0,0-20000,2.0
365060,Titanis,2015-06-08,1,Silver Goblet Games,Silver Goblet Games,windows,0,Single-player;Steam Achievements;Steam Cloud,Indie;Action;Adventure,4,0,0-20000,3.99
913770,Toy Gun Office Simulator,2018-08-29,1,Wanana Games,Wanana Games,windows,0,Single-player,Action;Adventure;Indie,1,0,0-20000,3.99
786720,Eternal Man: Forest,2018-02-13,1,eProdigy,advocatus,windows,0,Single-player;Steam Achievements,Action;Indie;Casual,3,0,0-20000,0.79
675680,ShineG In The Zombies,2017-08-25,1,GaluluGame,GaluluGame,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats,Action;Indie;Casual,41,0,0-20000,1.59
959980,Click the Business,2018-10-25,1,Garnudo Games,Garnudo Games,windows,0,Single-player,Indie;Casual;Simulation,1,0,0-20000,0.79
443860,Riptide GP: Renegade,2016-07-26,1,Vector Unit,Vector Unit,windows,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Racing;Multiplayer;Action,21,0,20000-50000,6.99
820380,Russian Prisoner VS Nazi Zombies,2018-03-21,1,"Nikita ""Ghost_RUS""",Ghost_RUS Games,windows,0,Single-player,Action;Adventure;Indie,13,0,0-20000,0.79
1036490,Space Smash,2019-03-07,1,Moraes Studio,Moraes Studio,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;Casual,0,0,0-20000,0.79
548340,Abode,2016-12-01,1,Overflow,Overflow,windows,0,Single-player,Indie;Puzzle;VR,15,0,0-20000,6.99
98200,Frozen Synapse,2011-05-26,1,Mode 7,Mode 7,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Turn Notifications,Strategy;Turn-Based;Tactical,430,227,500000-1000000,18.99
860200,Super B-Dino's adventures,2018-05-22,1,Nekyau Games,Nekyau,windows,0,Single-player,Action;Indie;Casual,1,0,0-20000,0.79
655040,Deltaplan Simulator,2017-08-03,1,starmops,starmops,windows,0,Single-player;Partial Controller Support,Action;Adventure;Indie,6,0,0-20000,3.99
748060,SchoolJump,2018-05-17,1,Vrai,Vrai,windows,0,Single-player;Full controller support,Casual;VR,2,0,0-20000,0.79
713310,Gambol,2018-03-27,1,Mike Pickering,Mike Pickering,windows,0,Single-player;Full controller support,Indie;Action;Platformer,1,0,0-20000,6.99
286320,Oknytt,2014-04-04,1,Nemoria Entertainment,Nemoria Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Point & Click,32,333,50000-100000,3.99
390340,Umbrella Corps™/Biohazard Umbrella Corps™,2016-06-21,1,CAPCOM,CAPCOM,windows,18,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Zombies;Multiplayer,1663,342,200000-500000,14.99
796090,Danse Macabre: Deadly Deception Collector's Edition,2018-02-14,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual;Hidden Object,0,0,0-20000,7.19
380000,MiniOne Racing,2015-07-01,1,Frogames,Frogames,windows;mac,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Cloud,Racing;Casual;Indie,11,0,0-20000,3.99
858370,Mad Dagger 2,2018-05-18,1,vadimalexepta,vadimalexepta,windows,0,Single-player;Steam Achievements,Casual;Action;Adventure,24,0,0-20000,0.79
15100,Assassin's Creed™: Director's Cut Edition,2008-04-09,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player;Partial Controller Support,Action;Adventure;Open World,1162,476,500000-1000000,8.59
539270,Mahjong,2017-02-20,1,Sanuk Games,Bigben Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual,11,0,0-20000,6.99
1032090,War of Power: The Last Fight,2019-02-26,1,indie_games_studio,indie_games_studio,windows,0,Single-player,Early Access;Strategy;Indie,0,0,0-20000,5.79
653100,Puzzle Bloc Invasion,2017-12-15,1,Colorful Games,Colorful Games,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie;Casual,0,0,0-20000,2.24
388340,Super Hipster Lumberjack,2015-07-20,1,Day Dreamer Games,Day Dreamer Games,windows,0,Single-player;Partial Controller Support,Indie;Platformer;Difficult,88,0,20000-50000,0.32
575830,rooMaze,2017-03-03,1,ChairKilling,Sometimes You,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Action;Indie,48,283,100000-200000,0.79
726760,Boy Next Door,2017-10-16,1,"Nikita ""Ghost_RUS""",Ghost_RUS Games,windows,0,Single-player;Steam Achievements,Nudity;Indie;Adventure,25,0,0-20000,0.79
687360,Doodle Jamboree,2017-09-26,1,Mike Laraman,Mike Laraman,windows,0,Single-player;Partial Controller Support,Indie;Platformer,0,0,0-20000,1.59
277700,On Rusty Trails,2016-06-13,1,Black Pants Studio,Black Pants Studio,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Indie;Platformer,14,0,20000-50000,9.99
753230,STAY,2018-05-16,1,Appnormals Team,PQube Limited,windows;mac,0,Single-player;Steam Achievements,Indie;Choices Matter;Adventure,102,0,50000-100000,9.29
675990,Questr,2017-10-27,1,Mutant Entertainment Studios,Mutant Entertainment Studios,windows;linux,0,Single-player;Steam Achievements;Steam Cloud,Indie;RPG;Casual,4,0,0-20000,2.09
723100,Orbital Racer,2017-12-14,1,Paweł Dywelski,Movie Games S.A.,windows,0,Single-player;Partial Controller Support,Simulation;Racing;Indie,2,0,0-20000,11.39
623550,Timen runner,2017-05-26,1,REX PEX GAMES,REX PEX GAMES,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Indie;Casual;Platformer,31,304,50000-100000,0.79
105800,PixelJunk™ Eden,2012-02-02,1,Q-Games Ltd.,Q-Games Ltd.,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie;Platformer,140,74,200000-500000,6.99
520380,Camper Jumper Simulator,2017-01-02,1,No-Brain Studio,No-Brain Studio,windows,0,Single-player,Indie;Racing,27,0,0-20000,1.99
337150,Sentinels of the Multiverse,2014-12-22,1,Handelabra Games Inc.,Handelabra Games Inc.,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud,Card Game;Board Game;Superhero,103,186,100000-200000,6.99
292280,Spy Fox In: Cheese Chase,2014-05-29,1,Humongous Entertainment,Humongous Entertainment;Nightdive Studios,windows;mac;linux,0,Single-player;Steam Cloud,Adventure;Casual;Family Friendly,12,0,20000-50000,3.99
451840,Out of Ammo,2016-09-14,1,RocketWerkz,RocketWerkz,windows,0,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Steam Leaderboards,Action;Strategy;VR,92,0,20000-50000,10.99
1037540,Brave knight runner,2019-03-17,1,Zotdinex,Zotdinex,windows,0,Single-player,Action;Indie;Casual,0,0,0-20000,0.79
537090,Die for the Empire,2016-10-07,1,NedoStudio,NedoStudio,windows,0,Single-player;Steam Trading Cards,Action;Shoot 'Em Up,15,273,20000-50000,0.79
882080,Star'Shoot,2018-09-27,1,Space Maker Studio,Space Maker Studio,windows,0,Single-player;Partial Controller Support;Steam Leaderboards,Indie;Action;Shoot 'Em Up,1,0,0-20000,2.89
503750,SPLASH BLAST PANIC,2018-08-28,1,Team KwaKwa,Digital Smash,windows;mac;linux,0,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Indie;Action;Casual,2,0,0-20000,10.99
233210,Air Conflicts: Vietnam,2013-10-02,1,Games Farm,Games Farm,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud,Simulation;Action;Flight,169,0,20000-50000,11.39
860340,Trivia Vault: Toy Trivia,2018-05-25,1,Ripknot Systems,Ripknot Systems,windows,0,Single-player;Steam Achievements,Casual;Action;Simulation,4,0,0-20000,9.99
867050,Endless Fables 3: Dark Moor,2018-07-19,1,Sunward Games,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Adventure;Hidden Object,5,0,0-20000,11.39
847370,Sunset Overdrive,2018-11-16,1,Insomniac Games;Blind Squirrel Games,Microsoft Studios,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Open World,274,300,50000-100000,14.99
4000,Garry's Mod,2006-11-29,1,Facepunch Studios,Valve,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor,Sandbox;Multiplayer;Funny,16433,1875,10000000-20000000,6.99
1044770,Goddess of Math 数学女神,2019-03-25,1,Katus Game,KatusGame,windows;mac,0,Single-player,Indie;Casual;Strategy,1,0,0-20000,0.79
38600,Faerie Solitaire,2010-09-17,1,Subsoap,Subsoap,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Card Game;Casual;Indie,207,262,200000-500000,6.99
924500,街头英雄 Street Heroes,2018-09-09,0,Chen Jin,Chen Jin,windows,0,Single-player;In-App Purchases,Action;Indie;Casual,1,0,0-20000,0.79
315830,Daedalus - No Escape,2014-10-28,1,Patrice Meneguzzi,Patrice Meneguzzi,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Stats;Includes level editor,Action;Indie;Multiplayer,18,0,20000-50000,3.99
822900,Trivia Vault: Golf Trivia,2018-03-29,1,Ripknot Systems,Ripknot Systems,windows,0,Single-player;Steam Achievements,Strategy;Casual;Action,3,0,0-20000,9.99
365880,Mirrored - Chapter 1,2015-10-30,1,Kelkafa Studios;Cardboard Sword Limited;Jet Stone Studios,Kelkafa Studios,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Point & Click,35,0,0-20000,1.59
518580,Accounting (Legacy),2016-10-18,1,Crows Crows Crows;Squanch Games,Crows Crows Crows,windows,0,Single-player,Adventure;Indie;VR,116,82,200000-500000,0.0
745810,SAS,2018-06-06,1,True Illusion Software,True Illusion Software,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements,Early Access;Adventure;Action,24,0,0-20000,11.39
870890,Museum of Symmetry,2018-08-09,1,National Film Board of Canada;Casa Rara,National Film Board of Canada,windows,0,Single-player,Adventure;Indie;Casual,0,0,0-20000,0.0
520750,DWVR,2017-09-26,1,Mad Triangles,Mad Triangles,windows,0,Single-player,Action;Indie;VR,1,0,0-20000,10.99
974390,Metaloid : Origin,2019-03-28,1,RetroRevolution,RetroRevolution,windows;mac,0,Single-player;Steam Achievements;Full controller support,Action;Indie;Platformer,0,0,0-20000,9.29
470260,Event[0],2016-09-14,1,Ocelot Society,Ocelot Society,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;Space,335,131,100000-200000,14.99
507050,DOGOS,2016-09-06,1,OPQAM,INTERNET URL S.A.,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Simulation,20,0,20000-50000,8.99
335660,CAFE 0 ~The Drowned Mermaid~,2015-01-29,1,roseVeRte,roseVeRte,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Visual Novel;Adventure;Indie,47,0,20000-50000,4.99
649670,ZHUST - THE ILLUSION SOUL,2017-06-09,1,KT Games,KT Games,windows,0,Single-player;Steam Achievements,Action;Adventure;Indie,14,0,0-20000,3.99
677910,Life on Mars Remake,2017-08-11,1,Oscar Kenneth Albero Ingles,Oscar Kenneth Albero Ingles,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,2,0,0-20000,5.59
426690,Narcissu 10th Anniversary Anthology Project,2016-01-27,1,stage-nana,Sekai Project,windows,0,Single-player;Steam Trading Cards,Indie;Casual;Visual Novel,6,157,50000-100000,1.99
413040,Eekeemoo - Splinters of the Dark Shard,2017-03-14,1,Cogg Games Ltd,Cogg Games Ltd,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,2,0,0-20000,3.99
681070,The Slug,2017-08-04,1,Vyacheslav Shilikhin,Vyacheslav Shilikhin,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Casual,54,12661,20000-50000,2.89
225300,Tomb Raider II,2012-11-28,1,Core Design,Square Enix,windows,12,Single-player,Adventure;Action;Female Protagonist,115,3,500000-1000000,4.99
915190,Cartoony Cars 2,2018-11-09,1,SpeedFrame,SpeedFrame,windows;mac;linux,0,Single-player;Steam Cloud;Includes level editor,Indie;Puzzle;Physics,0,0,0-20000,0.0
